original,translation
"Veikko i šanow:  - El’giä kuunnelgua.
",Брат и говорит:  - Не слушайте.
"Hiän valehtelow.
",Он врет.
"Ei pravil’no šano, ei.
","Не правильно говорит, нет."
"Pölläššyt’t’ih veikot, oldih hajukkahat.
","Испугались братья, умные были."
"No hyvä, hiän šilloin otti.
","Ну, хорошо, он тогда взял."
"Midä ruadua?
",Что поделать?
"Papad’i kaččow yöllä jo.
",Попадья смотрит ночью уже.
"Kaikkie kuččuw, kaikkie prihodua.
","Всех зовет, весь приход."
"A hän’ellä i šanotah:  - Van’a, šie elä lähe pappie kät’kimäh.
","А ему (Ване) и говорят:  - Ваня, ты не ходи попа хоронить."
"Ovenšuu otetah kuin, a šidä midä myö rubiemma ruadamah?
","А если дверь заберут, так что мы будем делать?"
"Nyt’t’en ei otettu hän’en.
",И теперь не взяли его.
"Mänd’ih šin’n’e.
",Пошли туда.
"A hiän otti, oven šogoroilda šai, da olgupiällä da i läks’i šin’n’e že, tože pominaimah pappie.
","А он взял, дверь с петель снял, на плечи (положил) и пошел туда же, тоже попа поминать."
"Tul’i šin’n’e, a šielä i šanotah:  - Van’a, a midä šie tul’iit ovenkena?
","Пришел туда, а там и говорят:  - Ваня, а что ты с дверью пришел?"
"A hiän i šanow:  - Papie tappuamah n’iin mie, a pominaimah n’iin työ tul’ija?
","А он и говорит:  - Попа убивать так я, а поминать так вы пришли?"
"Da?
",Да?
"Nu midä luad’ie papad’illa?
",Ну что делать попадье?
"Ev midä ruadua, mi šie gluupašta otat?
","Нечего делать, что с глупого возьмешь?"
"Istuoči Van’a stolah, šöi, joi.
","Сел Ваня за стол, поел, выпил."
"I kaikki läht’iet’t’ih dovol’noit da nagretah:  - Ka, - šanow, - papin Van’a tappo, a myö pominaiččima kaikiin.
","И все пошли довольные и смеются:  - Вот, - говорит, - попа Ваня убил, а мы поминаем все."
"- Šanon, tuul’imel’l’iččiä iellä kuin srojittih t’iälä mužikat i kuin hyö ruattih: tuul’imel’l’ičän mužikka srojiu, staraičči srojie goralla, missä bol’še ollah tuulet.
","- Скажу, ветряную мельницу раньше как строили здесь мужчины, и как они работали: ветряную мельницу мужчина строит, старался строить на горе, где больше ветров."
"Mel’l’ičät srojiečettih hyö kuužišiibihizet, što tuulella heidä pyör’ittäis’.
","Мельницы строили они шестикрылые, чтобы ветром их крутило."
"Ustroistvo heiläh ol’i luajittu: šiibilöi...
",Устройство у них было сделано: крылья...
"šiivet vualušša, ložiešta hirreštä luajituot, dolbittu i ažetettu hyö, i zakr’epittu.
","крылья к валу присоединены, из толстого бревна сделанные, выдолблены и установлены они, и закреплены."
"Toizešša n’okašša on šuuri kol’essu peigaloloinke, pyör’ittäy vualuo, že vualu pyörittäy toista vualuo, kumban’e šeizualleh on vualu.
","На другом конце большое колесо с пальцами, крутит вал, этот вал крутит другой вал, который стоя расположен вал."
"A alahana vualušša vielä on kolessu, ženže muon’e, vain šuurembi razmerua.
","А внизу к валу присоединено еще колесо, такое же, только больше по размеру."
"Pyör’ittäy uže kivivualuo, kumbazeh vualuh on kivi, tämä, žornovat, kumbazet ruvetah jauhomah, luad’imah jauhuo.
","Крутит уже каменный вал, к которому жернов приделан, эти, жернова, которые начинают молоть, делать муку."
"I vot rubieu konža pyör’imäh i jo kaikki vualu i kivi, šielä on luajittu ylähänä late keššellä mel’l’iččiä, mis’s’ä on rugehet mužikoin tuodu jauhokši.
","И вот начнет когда крутиться и уже все валы и жернов, там сделан сверху пол посередине мельницы, где находится мужиками привезенная на муку рожь."
"Kuatah šin’n’e luar’ih, nazivaiččiečow luar’i.
","Высыпают туда в ларь, называется ларь."
"Luar’ista rubieu läht’emäh ruis’ il’i kagra alah kivilöih, missä kivet pyör’itäh.
","Из ларя начинает сыпаться рожь или овес вниз на жернова, где жернова крутятся."
"Mel’l’ikkä že, izän’dä, mužikka kaččou kuin ruadau, hyviingo, tagou hän’en, podgotovit, i jauho rubieu rugehešta luad’iečemah, i ves’ma hyvä.
","Мельник же, хозяин, мужчина следит, как работает, правильно ли, зазубрит их (жернова), подготовит, и мука будет изо ржи делаться, и очень хорошая."
"Kun tuulou hyviin konža, i jauhou boikko, värčie kolmekymmendä, n’elläkymmendä yön aloh talvella i jauhou.
","Когда ветер сильный, и мелет быстро, мешков тридцать, сорок за ночь зимой и мелет."
"I ka n’iin hiän i ruado, tuul’imel’l’iččä mužikalla luad’i jauhuo.
","И вот так он и работает, ветряная мельница мужчине делала муку."
"Tože mužikat luajittih, vet iellä gosudarstva ei luad’innun t’iälä hot’ miän mestalla kaikki.
","Тоже мужчины строили, ведь раньше государство ничего не строило здесь хоть в нашей местности."
"Luajittih ših rukah.
",Строили так.
"Mužikka podber’ot mestan, kunne luad’ie hän’ellä mel’l’iččä.
","Мужчина подберет место, куда построить ему мельницу."
"Luad’iu ših kohtah, missä jogi bol’še on so skatom, šuuremmanken virranken, i vrod’e vez’i hyppiäy.
","Строит на том месте, где река больше со скатом, с более сильным течением, и, вроде, вода течет."
"A kuin aijottau, a aijotti iellä vet, ka nyt luajitah cementašta, a iellä vet cementua evllun, kaikki.
","А как оградить, а огораживал, раньше ведь, вот сейчас делают из цемента, а раньше ведь цемента не было, все."
"N’in hiän luad’i puuhizen, vedäy šin’n’e kivie.
","Так он делает деревянную (ограду), возит туда камней."
"Vedäy koista kaikki l’ehmän da hebozen tuahet, štobi jogi zagrod’ie, vez’i štobi laškie šin’n’e mel’l’iččäh, missä hän’ellä rubieu pyör’imäh.
","Возит из дома весь коровий и лошадиный навоз, чтобы реку загородить, чтобы воду пустить туда на мельницу, где у него будет крутиться."
"A mel’l’ičän alla jiäy väl’i, hiän paččahilla šeizottau, štob vez’i hyppäis’ mel’l’ičän alla, čuas’t’i.
","А под мельницей остается промежуток, он на столбы устанавливает, чтобы вода текла под мельницей, часть."
"Šin’n’e laud’iu kol’essun, puuhizen kol’essun.
","Там устанавливает колесо, деревянное колесо."
"Puuhine kol’essu rubieu, kuin šanuo, pyör’ittämäh, vejellä hän’dä pyör’ittämäh.
","Деревянное колесо начинает, как сказать, крутить, водой его крутит."
"A kuin pyör’ittämäh, luad’iu tak nazivajemoit l’iipačinat, kuin šiivet, lauvoista, tože puuhizet.
","А как крутит, делает так называемые лопасти, как крылья, из досок, тоже деревянные."
"I vot rubieu vez’i lotokkua myöt’en hyppiämäh mel’l’ičän alla, puuhine lotokka on luajittu, štob boikko, so skatom.
","И вот начинает вода по лотку течь под мельницей, деревянный лоток сделан, чтобы быстро, со скатом."
"Il’i pr’i pomošči l’iipačinoida kol’essu že rubieu pyör’imäh, vejellä.
","Или при помощи лопастей этих колесо начинает крутиться, водой."
"A kol’essu, šiih on luajittu tože samoi toin’e vualu, kumban’e hän’en sojed’in’ičou kivenvualunken.
","А колесо, к нему присоединен, тоже самое, второй вал, который его соединяет с каменным валом."
"I vot hiän rubieu pyör’ittämäh šidä kol’essuo.
",И вот она (вода) начинает крутить это колесо.
"A yl’izeh n’okkah, ka luajittu raudan’e n’okka, n’okkah on issutettu kiivi tože samoi, ei yl’en šuur’i.
","А к верхнему концу, вот сделан железный конец, на конец насажен жернов, тоже самое, не очень большой."
"I rubieu pyör’imäh kivi, žornovat hyö šanottih, ka miän kar’ielat šanottih kivet, jauhonda.
","И начинает крутиться жернов, жерновами они называли, вот наши карелы говорили камни, для молотьбы."
"Ylähänä on lagi, kuin per’t’issä.
","Сверху потолок, как в избе."
"Luan piällä ollah šielä jyvät.
",Над потолком там зерно находится.
"I jogohin’e mužikka jauhoja šielä.
",И каждый мужчина мелет там.
"Čer’oda tulou, po očer’ed’i, šiun jauhuo.
","Очередь подойдет, по очереди, твоя очередь молоть."
"Kuat i rubieu jauho tän’n’e tulemah.
",Насыплешь и будет мука сюда выходить.
"A jauhomua hiän otti iellä bol’še ei d’en’gana, a jauhona.
","А за молотьбу он брал раньше больше не деньгами, а мукой."
"Jes’l’i on šiula, šanomma, viiz’i vär’čie.
","Если есть у тебя, скажем, пять мешков."
"On, šanomma, dvadcat’ pudov, dvadcat’ funtov ottau jauhuo.
","Есть, скажем, двадцать пудов, двадцать фунтов берет муки."
"A kivilöidä tože hyö iellä luajittih jauhuo varoin, što evldu zal’ivnoin iellä kivet, kuin ka nyt’t’en.
","А жернова тоже они раньше тоже делали для муки, что не было заливных раньше жерновов, как вот сейчас."
"Ka podber’iu d’iikoin harmuan kiven, ei ois’ ruškie, kumban’e yl’en murenou il’i ves’ma kova, ei šua i taguo hän’däh.
","Вот подберет дикий серый камень, чтобы не был красный, который очень ломается или очень жесткий, нельзя и отбить его."
"Podber’iu kiven, harmuan, bol’ee pehmiemmän, tuou kod’ih.
","Подберет камень, серый, более мягкий, принесет домой."
"I šidä ruadau mel’l’iččä jo n’iin šielä kymmen’en päiviä, hiän noštau hän’en i tuašen tagou, pergau molotkoilla, kuin zubila.
","А потом поработает мельница уже так там десять дней, он поднимет его и опять отбивает, отбивает молотком, как зубилом."
"I luajittu ol’i kaikki käz’iillä omiilla da pajašša raudoida, prostoilla ruavolla.
","И сделано было все руками своими да в кузнеце железки, простой работой."
"Nu miel’l’ičällä vielä oldih ustroistvo heiläh, štobi i šuur’imua luad’ie.
","Ну, на мельнице еще были устройства у них, чтобы и крупу делать."
"A kuin luad’ie?
",А как делать?
"Tože mel’l’ičällä luajittih.
",Тоже на мельнице делали.
"Šielä on laudazen piällä, laudan’e noštau hän’en yl’embiäzeh, i vot kivi noužou yl’embiäh i rubieu luad’imah ei jauhuo, a šuurimua.
","Там есть над доской, доска поднимает его повыше, и вот жернов поднимается повыше и начинает делать не муку, а крупу."
"A vielä šuurimua luajittih i koissa, daže i mie tädä muissan vielä.
","А еще крупу делали и дома, даже и я это помню еще."
"Koissa kivet, ložiešta čurkašta, pil’it kakši čurkua, san’t’imetrua kakšikymmen’dä ložehutta, alah i yläh varoin.
","Дома жернова, из толстой чурки, напилишь две чурки, сантиметров двадцать толщиной, снизу и сверху."
"I ka, vaššakkeh panou, keššellä štirkazen panou, štobi hiän štir’azešša pyöriis’ že yl’in’e kivyt, i ka panou jyviä i rubieu pyör’ittämäh, pyör’ittämäh.
","И вот, друг напротив друга ставит, посередине штырь ставит, чтобы он на штыре крутился бы, этот верхний жернов, и вот кладет зерно и начинает крутить, крутить."
"I vot l’eikkou šuurimua.
",И вот разрезает крупу.
"I luad’iu šuurimua, rubieu kaštašiän’dä piiruada paistamah i kuašua keittämäh.
","И делает крупу, будет открытые пироги с крупяной начинкой печь и кашу варить."
"- Mie šanon kuin miän kolhozašša kažvatetah pelvašta.
","- Я скажу, как в нашем колхозе выращивают лен."
"Pelvahašta annetah šuuret den’gati.
",За лен дают большие деньги.
"Iellä kyl’vetäh, s’id’ä kyt’kietäh, s’idä syöt’etäh udobr’en’n’alla.
","Сначала сеют, затем полют, затем подкармливают удобрением."
"Kažvau avgustah ši̬aten.
",Растет до августа.
"S’idä kaiket rahvahat mobil’izuijah d’er’imäh.
",Затем весь народ мобилизуется теребить.
"I pien’et, i nuor’et, i ukot, i akat, kaikin ollah pellošša.
","И маленькие, и молодые, и стрики, и старухи, все в поле."
"S’en jäl’geh d’er’itäh, s’idä bi̬apkat šeižatetah, s’idä kolot’itah.
","После теребят, затем бабки ставят, затем околачивают."
"Kolot’t’iu mašina, en’n’en kolot’ilka.
","Околачивает машина, раньше колотилка."
"S’en jäl’geh vejetäh logih, lojišša l’evit’etäh.
","После этого отвозят на луга, на лугах расстилают."
"Potom vejetäh lapšet guomnoloih.
",Потом отвозят дети в гумна.
"Guomnoloišša šivotah kuboloih šuur’ih, tr’estah varoin.
","В гумнах связывают, на тресту."
"Molodoit ajellah Mi̬as’l’enčana gos’t’ih mučon rowd’inalla i toiz’ih kyl’ih, missä on rod’n’akunda.
","Молодые в Масленицу ездят в гости на родину жены и в другие деревни, где есть родня."
"Štobi min’n’a ei laiskewduis’, mi̬atko andaw hän’ellä kez’rätä pelvašta, a langat tuwva šualahaz’en taloh.
","Чтобы невестка не обленилась, свекровь дает ей льна, чтобы та пряла, а нитки принесла домой, где замужем."
"Missä min’n’a on miel’ehin’e mi̬atkolla, s’ielä pelvašta l’iew keralla vähembi, missä ew miel’ehin’e – enämbi.
","Где невестка люба свекрови, там льна дается с собой меньше, где не люба – больше."
"Nuor’imuččo ihaštuw, kod’ih ei aššu, a hyppiäw.
","Молодуха обрадуется, домой не идет, а бежит."
"Oma randa!
",Своя сторона!
"Ei nar’ekoin šanta: ”Oma randa – rodnoi mi̬amo, vieraš randa - mi̬amond’imo”.
","Не зря говорят: «Своя сторона – родная мать, чужая сторона – мачеха!»"
"Kačot, päivän-toiz’en nuor’i muččo eläw ti̬atošša i mi̬amošša, a hän’ellä jäl’l’es’t’i i šulahan’e kabahtaw: igävä l’ien’i mučotta.
","Смотришь, день-другой молодуха живет у отца и матери, а вслед за ней муж приходит, скучно стало без жены."
"A ken viini̬a šuvaččow, s’e i toiz’ičči tulow: t’iedäw, što vävyö ei vain yhellä či̬ajulla juottamah ruveta.
","А кто вино любит, тот и вторично придет: знает, что зятя не только одним чаем поить будут."
"T’ied’el’emäh nuorda muččuo tullah päiväkezroh tytöt – hän’en tovarkat.
",Проведать молодуху на посиделки придут девушки – ее товарки.
"Pagini̬a, pagini̬a heilä, ei ši̬a loppie!
",Разговоры у них не кончаются.
"Ollow mučolla paha el’iä šulahaz’ešša, täh näh muččo omi̬a elän’d’iä ei šanele: t’iijuššetah šulahaz’en rod’it’el’at – elän’d’iä ei l’ie.
","Если молодухе плохо жить у мужа, про это она не рассказывает: узнают родители мужа – житья ей не будет."
"T’irpi̬a pidäw vuoži-toin’e, har’jawduo, a s’iidä, mil’l’eh, voit i vaštah kuot’ella šanuo.
","Терпеть надо год-другой, привыкнуть, а потом, может быть, можно против и попробовать сказать."
"Vain ti̬atolla da mi̬amolla nuor’i muččo avi̬aw kaiken hengen, a n’et n’ikellä n’imidä ei šanota.
","Только своему отцу с матерью откроет всю душу, а те никому ничего не скажут."
"Ollow yl’en kargie tyttär’ellä elän’dä, ti̬atto humaz’enpiässä rubiew pakkuomah vävyö äbäzöijä muččuo, ei andi̬a rod’it’el’oilla hän’dä abewtti̬a.
","Если дочери житье очень горькое, отец под хмельком будет просить зятя беречь жену, не давать ее обижать родителям."
"Ei yl’en himota mučolla šulahaz’en kod’ih, no tul’i aiga männä.
","Молодой жене не очень хочется в дом мужа, но время пришло и надо идти."
"Harvah mi̬atko pagiz’ow min’n’anke kuin omanke tyttär’enke.
",Редко свекровь говорит с невесткой как со своей дочерью.
"A ti̬agiemma jogo n’euvonda mi̬atkon šanuočow abienke.
",А чаще всего всякий совет свекрови бывает высказан с укором.
"Keviäpuoleh äijä ri̬aduo kudomiz’enke, a s’iidä, tul’i keviä – ri̬ado pellošša.
","К весне много работы с тканьем, а потом придет весна, нагрянет и работа в поле."
"Mudi̬anžena pri̬azn’iekkapäivänä pyrgiw päiväčin hyppiäl’d’iä kodvaz’eks’i, no i s’e harvah laškietah: ”Tois’s’piänä vaibuhuoh myttynän’e ri̬adaja l’iet?”
","Иногда, в праздничный день, попроситься на денек сбегать домой, но отпускают редко: «На второй день от усталой работницы не будет»."
"Sygyzyllä, konže ri̬avot loppiečetah, konže ruvetah žiivatti̬a is’kemäh, ti̬ašen n’ed’el’iz’eks’i laškietah nuor’en mučon ”kiiškoilla”.
","Осенью, когда работа кончается, когда будут скотину резать, опять на недельку отпустят молодуху «на кишки»."
"Ti̬atto is’köw važan, lammašta, a mi̬amo äbäzöiččöw tytär’dä, kumban’e kezän aloh laihtu i vähemmän rubei nagramah.
","Отец зарежет теленка, овец, а мать угощает дочь, которая за лето успела похудеть и стала меньше смеяться."
"Kois’s’a hiän syöl’däw kulläl’d’i, ei n’ikedä vari̬a, a šulahaz’en talošša mi̬atko ei hairaha l’iigi̬a pali̬a panna.
","Дома она поест досыта, никого не боится, а в доме мужа свекровь не ошибется лишним куском угостить."
"Proid’iw vuotta kymmen’en, mučolla l’ietäh lapšet, jo ei l’ie mois’t’a himuo lapšišta hypätä ti̬aton da mi̬amon luoh.
","Пройдет лет десять, у жены появятся дети, и уж не будет такой охоты бежать от детей к отцу и матери."
"Da i mi̬atko vanhenow, pyör’iw vain kiwgi̬an luona i lapšie kaččow, piestuiččow.
","Да и свекровь постареет, будет возиться у печки и за детьми смотреть, да пестовать их."
"A lapšet i mi̬atkolla armahat vunukkaz’et.
",А внуки и для свекрови милые.
"Lapšie myöt i min’n’anke rubiew paremmin elämäh.
",По детям и с невесткой будет лучше жить.
"El’etäh hyö vuotta kaks’ikymmen’dä, muččo rowd’inalla ajelow keran vuuvešša, äijä kaks’i i s’e pri̬azn’iekkana.
","Живут они лет двадцать, жена на родину ездит один раз в году, многие два, ито по праздникам."
"- Kaivo kaivuačow, missä ollah pikul’at, nämä suamoi pis’t’el’ijat heinät, täššä ob’azat’el’no vs’egda löwdyw vez’i, da žiila.
","- Колодец копается, где растет пикульник, эта самая колючая трава, здесь обязательно всегда найдется вода, да, жила."
"Kaivettih zuastupoilla, po dvenaccat’ sažon, meilä miän kylä on goralla, n’in dvenaccat’ sažon.
","Копали заступами, по двенадцать сажень, у нас, наша деревня на горе, так двенадцать сажень."
"- Tämä yl’en šyvä kaivo l’iew?
",- Это очень глубокий колодец будет?
"- Da, šyvä l’ienöw kaivo, on, ka Obakan pihalla kaivo, tr’inaccat’ sažon.
","- Да, глубокий будет колодец, есть, вот во дворе у Аввакума колодец, тринадцать сажень."
"Da šielä ol’i muon’e vez’i paha, što ei voinun i juwva, vows’o šuolan’e.
","Да там была такая вода плохая, что нельзя было и пить, очень соленая."
"A nyt’t’en ka kaivettih täh piäh kyläh kaivo, vez’i vows’o hyvä, tož on dvenaccat’ aršin, al’i dvenaccat’ sažon.
","А теперь вот выкопали в этом конце деревни колодец, вода очень хорошая, тоже двенадцать аршинов, или двенадцать саженей."
"- A kuin händä kaivetah?
",- А как его копают?
"- Sruubua pannah, ylähäl’dä min kaivetah i srazu srubua lad’jatah.
","- Сруб ставят, сверху сколько выкопают и сразу сруб ставят."
"Sruubua tädä zašivajut nuagloilla, r’iwguzella, štob ei langeis’ sruuba.
","Сруб этот зашивают гвоздями, жердью, чтобы не упал сруб."
"Alah n’in i männäh, kun’i ei loppieta, kun’i ei l’ien’e vez’i, ka n’iin.
","Вниз так и идут, пока не закончат, пока вода не появится, вот так."
"- A myttynäzeštä puušta paremmin sruubua luad’ie?
",- А из какого дерева лучше сруб делать?
"- Aivin kuužin’e meil’ on, pričom kuiva meččä što ol’iis’, ei n’in͜ rubiew tulomah ruvalle vez’i, viikon.
","- Всегда еловый у нас, Причем сухой лес чтобы был, нет так будет со смолой вода, долго."
"Meilä t’iälä kol’čie ewl, cementua ewle, da i nyt ei šua šuaha, aivin sruubat ollah kuužizešta mečäštä.
","У нас тут колец нет, цемента нет, да и теперь не достать, всегда срубы из ели."
"- A ka oligo ših rukah, što kaivo kuivaw il’i vettä vähä hän’eššä?
","- А вот было ли так, что колодец высок или воды мало в нем?"
"Ol’i kyläššä ka Prohoran pihalla ol’i, ka kumban’e šuolan’e vez’i ol’i i r’ewnalla sus’iedalla ol’i, tože ei voinun juwva.
","Был в деревне вот, у Прохора во дворе был, вот в котором вода соленая была и рядом у соседа был, тоже нельзя было и пить."
"Vez’i paha dai, prosto šuolan’e vez’i, ei voi juwva.
","Вода плохая дай, просто соленая вода, нельзя пить."
"- Muan piällä tože sruuban pannah?
",- Над землей тоже сруб ставят?
"- Da, na metr šenäin, okolo metra, što žiivatta ei puuttuis’, dai koirat i kaz’it i...
","- Да, на метр так, около метра, чтобы скот не попал, да собаки и кошки, и..."
"- Ongo šil’mäläht’ie?
",- Есть ли родник?
"- Da, a ka ferman luo, n’in šielä vettä hvat’t’iis’ monella kylällä, a nyt fermalla annetah vettä.
","- Да, а вот у фермы, так там воды хватило бы на несколько деревень, а сейчас на ферму подают воду."
"Šielä on dviška n’in, vodokačka, šielä hyvä vez’i, mois’t’a vettä ewle i v oblast’i daže.
","Там движок есть, так, водокачка, там хорошая вода, такой воды нет и в области даже."
"- A ongo ših rukah, što kaivo luajitah ka missä šil’mälähe?
","- А бывает ли так, что колодец делают там где родник?"
"- Aivoin meilä oldih čurkat, moin’e puin’e luajittu, aršin na vos’em, puiz’en luajitah, kolmella obručalla zat’anut, kun nastojaššoin puiz’en, nu vain hiržilöistä pakšuloista.
","- Раньше у нас были чурки, такая бочка сделана, аршинов на восемь, бочку делают, тремя обручами затянут, как у настоящей бочки, ну только из бревен толстых."
"N’in tällä kaivolla ol’i naverno godof sto, n’in hyppäi, ol’i kl’uča muon’e hyppäi piäl’ičči, oldih loukkot luajittu.
","Так этому колодцу было, наверное, лет сто, так бежала (вода), был ключ такой, что сверху текла, были отверстия сделаны."
"Ka puin’e, ka tämän korgie ol’i, na metr hyppäi piäl’ičči.
","Вот бочка, вот такой высоты была, на метр, так сверху бежала."
"Aivin, kruglie god’a, i kylmän hiän n’ikonža ei.
","Всегда, круглый год, и не замерзала никогда."
"I talvella, jes’l’i on puin’e ka kyl’män, n’in čeres čas nal’eičet, čeres čas ei jiä n’i yhtä jiähyttä, kaikki šulaw.
","И зимой, если бочка вот замерзла, так через час нальешь, через час не остается ни льдинки, все растает."
"I pr’ičom talvella on vielä lämbymembi čem kezällä, kezällä nyt on vilu, hambahat kyl’metäh juwvešša, käz’i ei t’irpun, žen viluhuš vez’i.
","И причем зимой еще теплее, чем летом, летом теперь холодная, зубы замерзают, когда пьешь, рука не выдерживает, такая холодная вода."
"- Vettä millä šuatta kaivošta?
",- Воду чем из колодца достаете?
"- A l’eikoilla, r’iwguzeh r’engi pr’ilaženo, nu vez’i ol’i meilä šielä kaivošša läššä n’in, prosto ka, ammullat dai.
","- А лейками, к жерди ведро прикреплено, ну вода у нас была в том колодце рядом, просто вот, зачерпываешь дай."
"Nyt hiän hyppiäw narawn’e mi̬anken, kaiken aijan, možet tišču godof tällä s’il’mällä.
","Теперь она течет наравне с землей, все время, может тысячу лет в этом роднике."
"- A jes’l’i šyvä kaivo?
",- А если глубокий колодец?
"- Da šielä šyviä ei šua i kaivua, a t’iälä n’in čieppi, vualu, vualuo pyör’ität.
","- Да там глубокий и не выкопать, а здесь так цепь, вал, вал крутишь."
"Meilä ewlun, a näin, šeizatat paččahan kakšišuarahizen, šidä r’iwvut, šid’ä r’iwguh r’engin i ka, näin i šuadih, da, r’engi aivin šielä i on, r’engi.
","У нас не было, а видел, установишь столб двуразвилистый, затем шесты, затем к шесту ведро и вот, так и доставали, да, ведро всегда там, ведро."
"A t’iälä kaivoh šolahuttua hän’eh r’iwgu na glubinu, vibu, vibu, a t’iälä značit bad’ja, čerpaiččow i noštaw.
","А тут в колодец опустить ее, жердь, на глубину, журавль, журавль, а тат, значит, бадья, черпает и поднимает."
"- A jes’l’i ka on jygie painua?
",- А если вот тяжело тянуть?
"- N’iin šin’n’e pannah gruuzua enämmän, kumbane noštaw vettä.
","- Так туда положат груза побольше, с той стороны которая поднимает воду."
"- Kuin bruwduo luajitah?
",- Как пруд делают?
"Kaivettih kyläl’l’eh, yheštäh kaikin soopča, i pol’zoval’is’, žiivattah varoin vez’i i dl’a n’esčasnogo sluučaja tämä vez’i pidäw kyläššä.
","Копали всей деревней, все вместе, сообща, и пользовались, для скота вода и для несчастного случая эта вода нужна в деревне."
"Puhaššima toko ka, r’eduo vedäw vihmoilla, puhaššamma toko.
","Чистим обычно вот, грязи наносит дождями, чистим обычно."
"Kolahamma mužikat, a šidä i juollamma yheššä i...
","Стучим мужики, а потом пьем вместе и…"
"- Lapšet kyl’biet’t’ihgo?
",- Дети купались?
"- Kyl’biet’t’ih i lapšet i daže mužikat kyl’bietäh.
","- Купались и дети, и даже мужчины купаются."
"Ol’i ka, ajo kyl’vettämäh, hebozella, hebon’e viäl’d’i, hiän bruuduh i löpšäht’i iče, raččahilla, nagruo ol’i kaikilla.
","Был вот случай, поехал купать, на лошади, лошадь дернула, он в пруд и шлепнулся сам, верхом ехал, смеялись все."
"- Kar’ja kod’ih tullah illalla, konešno juwvah i bruuduloista.
","- Стадо домой приходит вечером, конечно пьют из прудов."
"А vejen tuačči meilä n’ičevo on!
",А с водой у нас ничего!
"Ka nytten zapust’ittih bruuvun kolhoza n’in, ewle missä bel’jua st’iraija, poloskat’ ewle missä šobie, puhaštua.
","Вот сейчас колхоз запустил пруд, так негде белье стирать, полоскать негде белье."
"- Midä ol’i pert’issä en’n’ein?
",- Что раньше было в избе?
"- Mid ol’i ennen pert’is’s’?
",- Что было раньше в избе?
"Mid ol’i?
",Что было?
"Kiwgu šeiz’ow.
",Печь стоит.
"Kiwgull on, značit, šiäl’ čun’at, port’ankat.
","На печке, значит, там чуни, портянки."
"Kiwgušš ollah pečurkat, pečurkah alzi pannah šiäl’.
","В печи есть печурки, в печурки рукавицы кладут туда."
"Osobennod kiwgull n’imid ei ollun hyvi ka...
","Особенного на печке ничего не было, хорошего, вот…"
"čun’at i kud mid, kud mid, hattarat...
","чуни и кто что, кто что, портянки..."
"A pert’is’s’ oldih vain lawčat, lawčat yhet, lawčat, skammit.
","А в избе были только лавки, лавки одни, лавки, скамейки."
"Magaimm tož, skammiloill piäl’ l’evit’t’el’imm.
","Спали мы тоже, на скамейки расстилали."
"Post’el’n’ikat oldih, ič kuvomm holssan, kruas’im doroškoill.
","Постельники были, сами ткем холст, красим дорожками."
"Šomat oldih, hyvät.
","Красивые были, хорошие."
"A konž kattučči, d’er’uugan kovomm, tr’apiccu ka revittl’emm vanhoi plat’t’oi šiäl’, kitaiku, kud mid.
","А чтобы укрываться, дерюгу ткем, тряпки вот рвем, старые платья там, китайки, кто что."
"I langat luamm, ruavamm d’er’ugan.
","И нитки бросаем, делаем дерюгу."
"Od’d’uloi ei ollun meil’.
",Одеял не было у нас.
"Kattučima tulupoilla, turkill, kud mil’l’.
","Укрывались мы тулупами, шубами, кто чем."
"Poduškoiss oldih nuavločkat tož holstizet.
","На подушках были наволочки, тоже холщевые."
"A kežäl’l’ magaimm zavs’ lattill.
","А летом спали, завсе, на полу."
"Muat muwvennet kravat’t’ s’inčošš on.
","Спали некоторые, кровать в сенях есть."
"Kuvomm holstuw.
",Соткем холст.
"Omblemm rangzen holstizen, riptetah i muatah.
","Сошьем полог холщевый, повесят и спят."
"No oldih ka täšš posuudat, šiäl’ čugnat, padat.
","Но была вот тут посуда, там чугуны, горшки."
"Mal’l’at oldih ran’š puwhzet, luz’ikat puwhzet.
","Миски были раньше деревянные, ложки деревянные."
"Mid täšš viäl’ ol’i?
",Что тут еще было?
"Propkzen ruatah i vir’t’ettäh, kopt’elkanke tämänke issuimm, i kez’räim.
","Пробку сделают и разжигают, с коптелкой такой сидели, и пряли."
"I pär’il’l’, oldih pär’it.
","И при лучине, были лучины."
"Svičč on.
",Светец есть.
"Muan’ dubin šeiz’ow ka šen’iin.
",Такая дубина стоит и так вот.
"Hänešš ollah täšš rawdan’ pribeid.
",К ней здесь железка прибита.
"I ollah šorkzet tänne, štob päre pizyis’.
","И есть ножки тут, чтобы лучина держалась."
"Vir’t’etäh, keššel’l’ pert’i šeiztetah, i ymbär’i issutah, kez’rätäh.
","Зажгут, посреди избы поставят и вокруг сидят, прядут."
"Zaslonkan pannah i kartzen pannah, štobi langeis’, kartzen pannah, štob ei lattill, a kartzeh män’i.
","Заслонку поставят и корытце поставят, чтобы падала, корытце поставят, чтобы не на пол, а в корытце падала (лучина)."
"Ikkunoiss ei ollun zanveskoi, oldih bumaškzet.
","На окнах не было занавесок, были бумажки."
"Bumaškzet gaz’itašt.
",Бумажки от газет.
"Ruavamm, hambuizet ruatah, lowkkozet ruatah hambuz’in kohtah.
","Делаем, зубчики делают, дырочки делают напротив зубчиков."
