original,translation
aːw swetqɨn wes täbɨnan ei (eŋ). ,[Чтобы] на том свете всё у него было.
qajmi pöttə tʼeːlɨdʼel püː. ,В ясный теплый день паут.
"püːn malmɨlʼewlʼe, sɨppa, sɨppa wazakuŋ, sərəndə ǯennä. ","Паут кончится, мошка, мошка подымается до белого снега (вплоть до снега)."
oːruŋbaŋ muqtut qwejgʼöt poɣɨndə šɨttə saːrum naːr qwejgʼöt čisloɣɨndə sentʼäbrʼ mesʼäcqɨn äːttoɣɨn. ,"Я родился в шестнадцатом году, двадцать третьего числа, в сентябре месяце в деревне."
äda nimdə Koːrela. ,Деревня называется Корелино.
nimdəgu mazɨŋ Madʼö Koːrʼela. ,Меня зовут Матвей Карелин.
onäŋ quːlaw (kundoqɨn) ukon qwälɨjguzattə i suːrujguzattə. ,Мои родители раньше рыбачили и охотились.
"meŋa esan naːr pottə, man qalɨzaŋ evewnannä. ","Мне было три года, когда я остался у матери."
"evewnan esattə üčelat, quːkuzattə. ","У матери были дети, они умирали."
"okkɨr man evewnan, esewnan qalɨmbaŋ. ","Один я у матери, у отца остался."
"qalɨkkuzaŋ, ilɨkuzaŋ ilʼdʼäwsä. ",Я оставался жить с дедушкой.
"tapsä man palʼdʼikuzaŋ kän tolʼdʼizä matʼtʼöndə, taːɣɨn poŋgɨrlʼe i sapɨɣɨrlʼe (sappɨɣɨrgu). ","С ним я ходил зимой на лыжах в тайгу, летом сети ставить, рыбачить."
nilʼdʼiŋ mat ilɨkuzaŋ. ,Так я жил.
ilʼdäw meŋnan soː eːkkus. ,Дедушка у меня хороший был.
"moːtku mazɨŋ ässäw äːzundɨ, ilʼdäw peldɨkus (peldɨkuzan). ","Когда отец вздумает стегать меня, дедушка заступался."
täpsä man qondukuzaŋ. ,Я спал с ним.
"kuː täp palʼdʼükus, täpsä man äːkuzaŋ. ","Куда он пойдет, с ним я бывал."
nimdə täbɨn Мihail. ,Его имя [было] Михаил.
mazɨŋ soːrrɨkus. ,Меня он любил.
äːzɨn müːttäɣɨn täbɨm qwätpattə. ,В войну его убили.
meŋnan eːsan ojöw. ,У меня была тетя.
täp äːkus püdokus qwärɣänni. ,Она была похожа на медведя.
tidam naj qumba. ,Сейчас она уже тоже умерла.
oːɣulʼǯukuzaŋ okkə klasqɨnä äːttoɣɨn. ,Я учился с первого класса в деревне.
nimdə täbɨn äːkus Pristanʼ. ,Название ее было Пристань.
"tida na Pristanʼ nimdə tʼeɣa qäː, innäː-qäːtqi rajon. ","Сейчас Пристань называется Белый Яр, верхне-кетский район."
tättə klasɨm malčizaw maksɨ matʼtʼöɣɨn. ,Четыре класса я окончил в Максимкином Яру.
"maksɨ maːtʼtʼoɣənnɨ qwässaŋ oːɣulǯukugu kargasokskij rajondə, škola nimdə Vʼertʼekos. ",Из Максимкиного Яра уехал учиться в Каргасогский район в школу Верте-кос.
niːn man malčizaw sälʼdʼü klassam. ,Там я окончил семь классов.
nänno man oːɣulǯukuzaŋ kalpašiɣɨn pedučilʼiše. ,Потом я учился в Колпашевском педучилище.
okkə kursaɣannä naːr saːrum okkɨrtʼädʼigʼöt poɣəndɨ mazɨŋ iːsattə nʼärɣa arminda. ,С первого курса в тридцать девятом году меня взяли в Красную армию.
nɨtʼän man eːsaŋ sälʼdʼü pon. ,Там я был семь лет.
tättə saːrum muqtutqwej pon mazɨŋ ütattə matqɨneŋ. ,В сорок шестом году меня отпустили домой.
tämdə na ʒə bon man nätɨzaŋ. ,Здесь же в этом же году я женился.
poɣɨndə äːsaŋ arlopkaɣɨn. ,Год был в Орловке.
nännɨ laqqɨzaŋ tʼeɣə mačoɣɨn. ,Потом работал в Белом Яру.
tʼeɣə mačoɣənnɨ mazɨŋ üːdizattə ustʼ-azʼörnɨj aːntondə. ,Из Белого Яра меня направили в Усть-Озерное.
"aːntoːɣɨn laqqɨzaŋ klupqɨn, nännä qwälɨlʼdʼi artʼelʼɣɨn (predsedatelem), nännə selʼsavetqɨt predsedatelem selʼsoveta. ","В [этой] деревне работал в клубе, затем в рыболовецкой артели (председателем), потом в сельсовете председателем сельсовета."
laqaŋ nändə. ,Работаю тут.
man nädɨmbaŋ. ,Я женился.
man pajannɨzä ilaŋ šɨttətʼädʼiqwäjgʼöt pottə. ,Я с женой живу восемнадцать лет.
učej maːdə umbaŋ: sombɨlʼe iːwə i šɨttə näwä. ,Детей стало много: пять сыновей и две дочери.
pajaw qassaɣi. ,Жена русская.
üːčelaw süsüɣulʼdʼe assä čenʼčuattə. ,Дети по-селькупски не разговаривают.
wärɣə iːwä malčimbat tam bon köt klazɨm. ,Старший сын окончил в этом году десять классов.
nʼünʼo iːɣəneŋ sombəlʼeːŋə muqtumdälǯi pottə. ,"Маленькому сыну пять, шестой год."
okkɨ iːwa opsä küdas. ,Один сын сильно болел.
täbɨm qwändəkuzattə tomdə. ,Его увозили Томск.
"täbɨm nɨtän soːmǯattə, tatpattə qottä. ","Его там вылечили, привезли обратно."
man üːčelaw süsüqula. ,Мои дети селькупы.
täppɨla oːɣulǯuqwattə qomdägalɨk. ,Они учатся бесплатно.
onäŋ man robiŋwaw tättä saːrum sombɨlʼe qwäjgʼöt lʼebɨm ireɣəndə. ,Сам я зарабатываю сорок пять рублей в месяц.
"äran swäŋajgwaŋ, säŋɨigwaŋ, čoppɨräigwaŋ, suːrujigwaŋ. ","Осенью собираю орехи, охочусь на глухаря, ягоды собираю, охочусь."
"taːɣɨn poŋgɨrɨgwaŋ, qwälɨjgwaŋ. ","Летом сетки ставлю, рыбачу."
tɨdam kɨkkaŋ täwɨgu sändə maːdəm. ,Сейчас хочу купить новый дом.
onäŋ manmə täːmba. ,Мой дом сгнил.
sändə maːdɨm täwɨgu kɨkkaŋ muqtut saːrum lʼependə. ,Новый дом купить хочу за шестьсот рублей.
üdəmɨn avɨrlʼevlʼe kučalʼlʼe qoːndäjeŋ. ,"Вечером покушав, лег, уснул."
"sittaŋ, qamɣɨneŋ qonɨŋ taqqulɨmbattə nɨnɨŋala. ","Проснулся, в пологе много комаров собралось."
"ippaŋ onäŋ täːrbaŋ, kundar qamɣəneŋ säːrɣulumbattə nɨnɨŋala. ","Лежу, сам думаю: ""Как в мой полог забрались комары?"""
täp meŋa tʼärɨŋ: assä man nɨškɨlbaw. ,"Он мне сказал: ""Не я разорвал""."
nilʼdʼiŋ man i qaːlaŋ. ,Так я и остался.
näjɣunʼäɣaneŋ tʼäraŋ: süːttə. ,"Жене сказал: ""Сшей!"""
täp süːnnat. ,Она сшила.
man aj kučalʼe qondäaŋ. ,"Я опять лег, заснул."
"näjɣunʼäw väzɨŋ, soːɣɨndiŋ: kuttä nɨtʼän. ","Моя жена встала и спрашивает: ""Кто там?"""
"iːwə, nimdə Мihail, tʼärɨn: qalman, awa (üːttə) awa nʼüːdə matta. ","Мой сын, которого зовут Михаил, говорит: ""Это я, мать, открой дверь""."
iːwə säːrnä maːttə ondɨ lʼäɣandɨze. ,Мой сын вошел в дом со своим товарищем.
man tʼäraŋ täbɨnni iːɣəneŋ: iːmat miːttə aːndum. ,"Я сказал ему, сыну: ""Сын, дай [ему] ветку""."
nännə (nännɨdoː) man assä qondəzaŋ. ,Потом (/после этого) я не спал.
amgu orannaw poŋgoɣɨn qwälɨm. ,Я поймал в сетке рыбу для еды.
"tüːaŋ maːtqɨneŋ, aːvvɨreeŋ, nännä püːdokuzaw poŋgɨm. ","Пришел домой, поел, потом насаживал сеть."
"köːdizaŋ počtəndə, okkə nägər iːndaŋ ispolkomɣɨnnä tüːmbädə. ","Ходил на почту, одно письмо взял, из исполкома пришедшее."
nännə särnaŋ sovettə. ,Потом я зашел в совет.
oldo laqqɨlʼe tümbədi pajazä. ,Мы начали работать с приезжей женщиной.
"čenʼčuzo, nägɨnǯizoː süsüɣulʼdʼe. ",Мы говорили и писали по-селькупски.
"nilʼdʼiŋa mandɨziːkuzattə tʼeːlɨlat, qaːrɨnnɨ (qariːmɨɣɨnnɨ) üːdɨmɨnǯenno. ",И так проходили дни с утра до вечера.
laɣəkuzo köt okkɨr qwäj köt časɨn tʼelʼeɣɨndə. ,"Так работали мы по десять, одиннадцать часов в день."
süsügu irala kodɨt qassaktə assä aːmdenǯiŋ nagoːnɨŋ. ,"Селькупские старики, некоторые русские не усидят так долго."
"täpɨla aːmdəqwattə assä qoːnaŋ, qöːdʼättə sappɨɣərɨgu, poŋgɨrgu, mandujugu. ","Они посидят немного, потом уходят удить рыбу и собирать бруснику."
täppɨlane nitʼän soː jeŋ. ,Им там хорошо.
"nɨnɨŋa oːttanendi, sɨppa, püː aːmniattə, assä aːmdəgu nägɨnǯigu, toːrenǯigu i qätkugu süsügäːǯim. ","Комары кусают, мошка и оводы кусают, невозможно сидеть и писать, читать и селькупские слова говорить."
uːkon süsüqula äːduruguzattə patʼälguzattə maːdɨlam aː qädan krajɣɨn. ,"Раньше остяки селились, рубили дома не на краю Кети."
äːdurguzattə aːrɨtqö qätqɨnnä to sündʼeːɣɨn. ,А селились в стороне от Кети на озере.
naŋo lärumbɨkuzattə sɨːnnelanni. ,Поэтому боялись разбойников.
man säŋgɨm qolʼdʼilʼewlʼe qwenǯasaw. ,"Я увидав глухаря, подкрался."
"tüːləsän qostəzaw, tʼačaw. ",Ружьем прицелился и стрелял.
säŋgɨ pɨŋgɨlʼeŋ. ,Глухарь упал.
täbɨm iːjaw. ,Его взял.
Оленеводов. ,Оленеводов.
Šettɨrqɨt sɨrčʼip säptaıːptäqɨn teštɨm ɔːtaiːmtɨ muntik taqqɨlʼeıːmpɔːtɨn. ,"Весной, когда снег лопнул, (?) оленей всех собирают."
Ɔːtaiːmtɨ taqqɨlla teštɨm ɔːtamtɨ ((…)) qaralʼ taqqɨlʼkɨjoıːmpɔːtɨn. ,"Оленей собрав, (?) оленей кораль собирают."
Ukkɨr mɨqɨn mərqəıːmpɔːtɨn. ,В одном месте находятся.
Čʼektɨtɨm (ketɨlʼtɨkɨjoıːmpɔːtɨn) ɔːttɨla. ,"Ожидая, когда важенки родят."
Tam Pürqɨn. ,На этом Пуре(?).
Ɔːm ɔːtaiːmɨn na nänɨqaqɨn čʼaqɨ ((…)) Tolʼkɨntɨ paktɨkoıːmpɔːtɨn. ,Некоторые наши(?) олени в комарьё всегда(?) в Тольку бегут.
"Ɔːtalʼ ta tɨpot kočʼet ɛːqan, ɔːtaj mɔːt (mekijoıːmpɔːtɨn). ","Оленьих оводов много бывает, олений дом [для дымокура] делают."
Ɔːtan ɔːqɨn nɨmtɨ (čʼiqəlʼkijoıːmpɔːtɨn). ,При входе оленей там разводят дымокур.
Ɔːtɨ samoj koštɨ vremʼatɨ ɛːqan šittɨ iraqıtɨ. ,У оленей самое плохое время - два месяца.
Aj ijunʼ. ,И июнь.
Twəttɨ nɨmtɨ kɨrapoːqɨn šettɨ ropɨtɨkkɨjoıːmpɔːtɨn. ,Земля тогда (бедные)? тяжело работают.
"Ɔːtaiːmtɨ keksa muntɨk, nʼentɨ taqqilʼlʼa tüntɔːtɨn. ","Олени только все, когда их вместе собирают, приходят."
Qəlʼčʼaiːmɨn muntɨk qumiːsa šotqɨn korakkɔːtɨn. ,(Друзья)? мои все вместе в лесу охотятся.
Kutɨ kušša ɔːta minmɨntɨtɨ. ,Кто сколько оленей дал.
Natqa nəqirkɨjoɨmpɔːtɨn. ,"Надо, они записываются."
Štobɨ šente poːqɨntɨ promhoz ɔːtam tɔːqɨltɨmpɨkkijoıːmpɔːtɨn. ,Чтобы в новом году промхоз оленей подсчитывают.
"Šittalä ɔːta muntɨk qälla pula, šente poːqɨntɨ promhoz, nɨmtɨ lapqaqɨn ɔːtam muntɨ nʼantɨ tɔːqɨltɨmpɨkkijoıːmpɔːtɨn. ","Потом, после того как все олени пойдут, в новом году промхоз, тогда в посёлке оленей всех вместе подсчитывают."
"Nʼajlʼä korpattɨ, štälʼ skavartalʼ ürsä natqɨltɨ. ","Хлеб замешай, сковородку жиром намажь."
Štälʼlʼe šoːqortä tottätə. ,Затем в печку поставь.
Man meːtam kirpičʼim. ,Я делаю кирпич[и].
Čʼulla puːla torqantə toqultɛntam. ,"После того, как растает, в ёмкости натаскаю."
Toqulla puːla čʼelʼčʼalʼtɛntam. ,"После того, как натаскаю, начну топтать."
Šitäla ponɨ tuːqoltɛntam täːkɨquntaqa. ,"Потом на улицу перетаскаю, чтобы сохло."
Meːla tuːrtuqulla puːla antɨsa mestakɨntɨ tuːqoltɛntɨŋɨtɨ. ,"Сделав, закончив, после этого на лодке на место [кто-то] будет таскать."
Man ilisak Tolʼkaqɨn. ,Я жила в Тольке.
Tɨmta meːl čʼäːŋkɨsan rušilʼ mɔːn. ,Здесь никогда не было русских домов.
Šölʼqumɨlʼ mɔːssa ilesɔːtɨn. ,В селькупском чуме жили.
Puːn štälla qumɨt tüsɔːtɨn. ,Потом люди приехали.
Aj tantalkutij imman. ,И учительницы.
Mi tantaltukkoqolowsɔːmɨn. ,Мы стали учиться.
Šitɨ poːntə kunta moqɨllän wärkɨsaŋ. ,Два года дома была.
Puːn irra qossak. ,Потом мужа нашла.
Poːlʼ qorsa meːsɔːtɨn. ,Гроб сделали.
Säːrɨ qampısa aj säːqä qampısa tamtɨlsɔːtɨn. ,В белый платок и черный платок завернули.
Stälʼ qəntisɔːtɨn qumɨlʼ mʼaːktäntɨ. ,Потом унесли на кладбище.
Əsɨtɨ tülla puːla ılla meːsɔːtɨn. ,"После того, как отец приехал, похоронили."
Asa kɨčʼaŋ qučʼonoːqo. ,Не хочу умирать.
Iloqo kɨkaŋ. ,Жить хочу.
Mat polʼnicaqɨt ippɨsam nɔːkur iräntɨ kuntɨ. ,Я лежал в больнице три месяца.
Qoitqo čʼasɨk ɛsa. ,Что-то холодно становится.
Qəntam palʼtom tokaltɛntam. ,Пойду пальто надену.
Mat ütem ütɛntam. ,Я вино выпью.
"Tınolaka, qɔːtä säːrɛnta. ","Тучка, наверное дождь пойдёт."
"Man polʼnicaqɨn ippɨsaŋ, čʼösɨŋ ɛsɨsam. ","Я в больнице лежал, жирный стал."
Tälʼ teːl qɔːtä qəntɨmɨn. ,"Завтра, наверно, поедем."
Mat šäqɨsaŋ znakomɨj iman. ,Я ночевал у знакомой.
"Марья Ивановна Кунина расскажет, как делает кирпичи. ","[KuAI:] Мария Ивановна Кунина расскажет, как делает кирпичи."
Or sära. ,Сильно дождь идёт.
Nɛniqa qap kočʼe ɛːɣa. ,Комаров вроде много.
Taqɨn topɨsa čʼaɣ qonıšʼah. ,Летом я (всегда?) пешком ходила.
Tɨ nɛnäqa nannɛr šip sattaltɛːnta ompašim sukkulta tüla ılla qontɛːjsaɣ. ,"Теперь комаров столько меня покусало, [что] скоро обратно придя я спать легла."
Šʼoiːmɨ čʼaɣ čʼapɨla nı meːqatɨ qaj ɔːmɨ muntɨ nɨttɔːtɨn keksa pɛlʼaktɨ lıːpije ippalimmɨnta. ,"Когда (на землю/на кирпичи?) (столько?) накапало, так сделал [дождь], что некоторые все (обломились?), только половина кусочками лежит."
Tam lʼimtɨ (keksa nʼant pinɨlsa kišta lʼipɨ). ,"Эти кусочки (еле-еле вместе положила (она?), (?) кусочки ?)."
Moqonä tüla tam ɔːmnɛnta nannɛr nɛnäqa kočʼe. ,"Домой придя, вот сидит [она/я], столько комаров много."
Ɔːmpa tap purqɨ poje qənqɨnoːqolampaɣ. ,Вот-вот собираюсь за дымокурным деревом идти.
Natqa taqtaltɨsa. ,Поэтому оделась [она/я].
Aj ukkɨr na nɛnäqi qap kočʼe. ,"Опять (?) этих комаров, вроде, много."
((…)) Purqɨ poje kuttar qončʼɛntaɣ. ,(…) За дымокурным деревом как пойду.
Kanak poːqɨt qonta. ,Собака спит на улице.
Mat mačʼä qonʼišäk suːrɨlʼlʼä. ,Я в лес ходил на охоту.
Mačʼoːqɨt orsa som ɛːŋa. ,В лесу очень хорошо.
"Kutar ulqap mišalsɨtɨ, mat moqonä tüsak. ","Когда лёд тронулся, я домой приехал."
Mat ütät koralʼä qonʼišak. ,Я весной на охоту ездил.
Mačʼoːqɨt suːrup kočʼeŋa. ,В лесу зверей много.
"Kušaŋ ulqa mišalsɨtɨ, meː qonišem qäːlɨlʼlʼä Tuːtɨlʼ toːntə. ","Когда лёд тронулся, мы ездили рыбачить на Карасевое озеро."
"Tuːtɨp orsa kočʼik qässämɨt, nɨːnɨ moqona tüsɔːŋɨt. ","Очень много карасей наловили, потом домой приехали."
Araqɨt moqonä tükkɔːtän. ,Осенью домой приезжают.
Ukkɨr ira mačʼontɨ suːrɨlʼlʼä qänpa. ,Один мужчина в лес на охоту ушёл.
Mačʼoːqɨk suːrɨp kočʼik qätpatɨ. ,В лесу он много зверей убил.
Ukkɨr ira ilɨmpa mačʼoːqɨt. ,Один старик жил в лесу.
"Kät suːrɨšʼpä, a taŋɨt meːkkolʼčʼimpatɨ kınʼčʼip. ","Зимой он охотился, а летом делал запор."
Taŋɨt qätkɨtɨ kočʼik qäːlɨp. ,Летом он добывает много рыбы.
"Ukkɨr ijalʼa üttə patqɨlpa, nɨnɨ qumɨt konna iːmpɔːtän. ","Один мальчик в воду нырнул, потом его люди вытащили."
Pit qontɔːtɨn. ,Ночью [люди] спят.
"Muntɨk qarrɨt qumɨt uːčʼila qänkɔːtɨn, a üːtɨt uːčʼila qɨːqɨlkɔːtɨn. ","Утром люди на работу идут, а вечером заканчивают работать."
A čʼeːlʼit amɨrqo qonʼaškɔːten. ,А днем кушать идут.
Meː üːtɨt qonʼišimɨt qäːlɨlʼlʼä. ,Мы вечером ездили рыбачить.
Nɛnoqa qumɨp satɨrnɨtɨ orsa. ,Комары человека сильно кусают.
Ukoːt mašım ɛj satɨrsa. ,Раньше меня тоже кусали.
Täm ɛːsa ne qai nɔːnɨ aša ɛnɨsa. ,Он [был?] ничего не боялся.
Stolqɨn ippa kočʼik näkɨr. ,На столе лежит много писем.
Tazovskanɔːn qənəıːsak Sovrečʼqan. ,Из Тазовска я поехал в Совречку.
Ninɨ šittälʼ tüsak Sidorovsqan. ,Потом я поехал в Сидоровск.
Anäm quːsɨ v 1947 godu. ,Мама моя умерла в 1947 году.
Əsäp mütoːqɨt qəssɔːtɨn. ,Отца моего на войне убили.
Pumlɔːt quːsɨ ilʼčʼam. ,(Позже?) умер мой дед.
Ilʼčʼam quːla pula qənəıːsak učʼitela. ,После смерти деда я поехал учиться.
Školaqɨnɨ tüːsak Sidorovsqan. ,Из школы я приехал в Сидоровск.
Qəːlɨp qəttɨsam kət. ,Рыбу добывал зимой.
Taŋɨt nüːtɨp kosimpɨsam. ,Летом я сено косил.
Sovhozqɨt tıː man uːčʼak olqa uːtɨlpoqɨt. ,В совхозе сейчас я работаю на простой работе.
Bolʼšoj. ,Большой
Tap čʼeːlʼ (takkɨ-) tap čʼeːlʼ (takkɨ-) taqqɨlıːmpɔːtɨn šʼittɨ qumɔːqı tɨmtɨ (sutʼisɔː-) sutʼisɔːtɨn kontorqɨn. ,"В этот день … в этот день собрались, двух человек здесь судили в конторе."
(Ukkɨr nʼeːmtɨ=) ukkɨr nʼeːmtɨ pissɔːtɨn (kəš-) posʼolkaqɨn štrafsä pissɔːtɨn. ,"Одному другу дали в посёлке штраф, дали."
Ukkɨr nʼeːmtɨ (qap sučʼip-) qap sučʼipqolapsɔːtɨn ((…)). ,Одного друга вроде судить стали.
Na čʼap tamtɨr čʼap pissɔːtɨn na Petɨja pitpɨj. ,"Вот только народ предположил, что вот Николай битый."
Qara Tarkosalente wərkɨsɔːtɨn kušak ((nemɨ)) ütiqa ,"Там(?) в Тарко-Сале находились, когда-нибудь (его)? отправить."
Šʼittalʼ ((…)) ((sudja-)) nɔːtɨ qəqɨlsɔːtɨn. ,Потом перестали [его] судить.
Me əːtɨm ((…)). ,Наши слова (не стали слушать)?.
Šʼittalʼ me nɨ mat me nık kətɨsɔːmɨn:“ Lʼa te qoštɨ qumɨlʼa qoštɨ qumɨlʼa. ,"Потом мы так, я, мы сказали: “Эй, он плохой человек, плохой человек."
Tɨta na qumɨ qaj qaː nʼenna üːtɨsɔːlɨt tɨ to aj qumɨ na qättɨt”. ,"(Вы)? этого человека зачем отпустили, теперь он опять кого-нибудь побьёт”."
Me ((tı)) kɨropo nennımɔːtıːsɔːmɨn na Peːtɨja čʼɔːtɨ. ,Мы (сильно)? рассердились на Николая.
Meː qumɨj tamtɨr ((…)) nıː pissɨtɨ ((…)) a sudji aša kɨkala (nı pissɔːtɨn) šittalä. ,"Мы, народ так решил, а судьи не хотят (и так решили)? потом."
Qumɨn qotola nenʼimɔːtsɔːtɨn na Petɨlʼa čʼɔːtɨ. ,Люди сильно рассердились на этого Николая.
Əːtɨp qara üːtɨqa ılla omtɨltɨqa temɨ sučʼiptɨqa ((…))pissɔːtɨn. ,"(Надо)? послать весточку, чтобы [его] посадили и чтобы они решили судить."
Kisʼa nɔːt qəqɨlsɔːtɨn qəqɨlsɔːtɨn. ,"Всё, потом перестали [судить]."
Šʼittalʼ meː nɔːtɨ qəqɨlsɔːmɨn. ,Потом и мы перестали.
Sɨrqɨ sajavlenie miːmpɨsɨt Sɨrqɨ (mɔː-) mɔːt tɨ nɨtaŋɨt. ,"Сергей (Камин Сергей Данилович?) заявление подавал, Сергей у него двери/дом(?) порвал/поломал(?)."
Sɨrgɨ mɔːt tɨ nɨtaŋɨt ((…)) šʼittɨ pɔːrɨ pit sɨqɨlla pin Sɨrgɨn mɔːn qoptɨkɔːl tɨ nɨtampat. ,"Сергей двери/дом(?) порвал/сломал(?), два раза ночью залез ночью, Сергея двери/дом(?) (совсем)? порвал/сломал(?)."
Qarɨt ınna mesila čʼoːip ütɨŋɨtɨ. ,"Утром, встав, пил чай."
"Kanaktɨ laŋtɨntɨ: Pɨrr, ɔːtä ıllä tɔːqqatɨ. ","[Своей] собаке кричал: ""Ату, гони вниз оленей""."
Kanak ɔːtaiːmtɨ tɔːqqɨkkɨitɨ. ,Собака погнала оленей.
"Täp tɛːmtiti iːtät, ɔːtalʼ uratoqɨntoːqan. ","Он взял аркан, [чтобы] ловить оленей."
"Ɔːtamtɨ orqɨlnɨtɨ, nɨːnä qaqɨlɨmtɨ saralnɨtɨ. ","Оленей поймал, потом нарты запряг."
Nɨːnä šöttə laqaltɛlʼčʼa nʼoːtɨrlʼa. ,Потом поехал в лес и гонял [диких оленей].
Šittə nʼarɨt toː puːkka. ,Два [раза] переезжал тундру.
Nɨːnɨ nʼoːtɨkkɨtɨ olʼeqatqɨt. ,Гонял [оленей] в тайге.
Ɔːtat kuːnɨntɔːtɨt. ,Олени бежали.
Мat qɨntalʼap čʼatɨqunaːqa mɛrkɨt ɔːrtɨn. ,"Я хотел подойти, чтобы стрелять против ветра."
Nɨːnä čʼattɨsap ukkur pɔːr šʼittɨ quːrop. ,Потом я застрелил [за] один раз два хора.
Ɔːma ɔːtat nɨːnɨ paktɨsɔːtɨt. ,Остальные олени убежали.
"Tap ɔːtamtɨ kırɨkkɨtɨ, čʼoːtɨqopɨp toː parqɨlnɨtɨ. ","Он оленя ободрал, желудок выпотрошил."
Nɨːnɨ kəmtɨ nɨː qamtɨkkɨt. ,Потом кровь туда вылил.
Üːtät mɔːtqɨntä tülʼčʼe. ,Вечером домой приехал.
Imatɨ ɔːtantɨ poːntɨ mɨp toː kıralqolamnɨt. ,Жена стала олений камыс обдирать.
"Ɔːtanta poːntɨlʼ mɨp kıralʼa puːt pona tattɨkkɨt, teːkɨrɨqɨntoːqa. ","Ободрав олений камыс, отнесла [его] потом на улицу, сохнуть."
man ärran palʼdʼuzaŋ matʼtʼöndə. ,Я осенью пошла в тайгу.
man nʼäjässan. ,Я белковала.
man nʼäjam tʼätʼčam nʼäja assɨ pɨŋalɨŋ. ,"Я в белку выстрелила, но белка не упала."
nʼäjam aːčezam. ,Белку следила.
kännaŋ suːrum tʼäj mat qoɨt. ,Собака берлогу зверя нашла.
man qwannaŋ nitʼä. ,Я пошла туда.
Mat ütälʼqätɨlʼ iraqɨntɨ 1942 poːqontɨ qəssak mütoːntɨ. ,Я в июне 1942 года ушел на войну.
A moqɨnä tüːsak ütälʼqätɨlʼ iraqɨntɨ 1946 poːqontɨ. ,А вернулся в июне 1946 года.
"Mat ɛːsak Polʼšaqɨt Germanʼqɨt, a Polʼšaqɨt me iːsɨmɨt Вaršava. ","Я бывал в Польше, в Германии, а в Польше мы взяли Варшаву."
Mütoːqɨt mat orsä kɨrɨmčʼɨsɔːtɨt. ,На войне я был тяжело ранен.
"Kušat mašıp toktärɨn lʼečʼiksɔːtɨt, mat aj mütoːntɨ qəssak. ","Когда меня врачи вылечили, я опять на войну пошел."
Man qonɨšak täːlʼ čʼeːlɨ Vičʼasa kinontɨ. ,Я ходил вчера с Витей в кино.
Mat täːlʼ čʼeːlɨ qontɨrsak kinop Soldatka. ,"Я вчера смотрел кино ""Солдатка""."
Na ɛːsa mütɨn moqoːqɨn. ,Это было после войны.
Stancijantɨ tüsa poest. ,На станцию приехал поезд.
"Müttɨlʼ qumɨtɨp čʼoːtɨsɔːtɨn ijaiːtə, nälʼaiːtɨ, imajiːtɨ, əsiːtə, nʼenʼäiːtɨ, əmiːtɨ, čʼopaiːtɨ, ilʼčʼaiːtɨ, imɨlʼaiːtɨ i kətsaiːtɨ. ","Солдат встречали сыновья, дочери, жёны, отцы, сёстры, матери, братья, дедушки, бабушки и внуки."
Meː qontɨrsɨmɨt sompɨla müttɨlʼ qumɨp. ,Мы видели пять военных.
Pɔːpɨ ukkɨr mütɨlʼ qup qolʼčʼisatɨ ukkɨr mütɨlʼ nätap. ,Вдруг один военный увидел одну военную девушку.
Nätak tokaltimpɨsɨtɨ mütɨlʼ kostʼumɨp. ,Девушка была одета в военный костюм.
Täm ɛːsa orsa soma. ,Она была очень красивая.
Täp qälimpɨsa moqɨna mɔːtqɨntɨ. ,"Она шла домой, в свой дом."
"Čʼap tüsa mɔːtqɨntɨ, qosɨtɨ ıllə ɔːlʼčʼimpa. ","Когда пришла к дому, увидела, что он рухнул."
Ontɨ jap qola ɔːntalsɔːtɨn. ,"Увидев друг друга, они обрадовались."
"Nɨːnɨ täp qəssa uːčʼila savhostɨ, kut taqpa irattɨ. ","Потом она пошла работать в совхоз, где похоронен её муж."
Täpɨn irat qusa mütaːqɨn. ,Её муж погиб на войне.
Täpɨnɨk uːčʼiqo savhosqɨn sätɨm ɛːjsa. ,Ей было тяжело работать в совхозе.
Täpɨn nʼi kutɨ aša tɛnɨmɨsɨtɨ i täp nʼi kutɨp aša tɛnɨmɨsɨtɨ. ,"Её никто не знал, и она никого не знала."
Tap čʼeːlʼɨ qailʼ kino? ,"— ""Сегодня какое кино?"""
Mat aša tɛnɨmak. ,"— ""Я не знаю""."
Mat tap čʼeːlɨ qəntak kinontɨ seːlʼčʼi čʼasaqɨlʼ kinontɨ. ,"— ""Я сегодня пойду в кино на семичасовое кино""."
Vičʼa qonɨša lapkontɨ i taːttɨsɨtɨ nʼäjep i čʼɔːpɨ. ,Витя ходил в магазин и принес хлеб и табак.
Meː tiː amɨrtɛntɔːmɨn i näkäntɛntɔːmɨn. ,Мы сейчас будем есть и курить.
pondəpod mat kojasak täbešku. ,В прошлом году я ходил белковать.
qaimnäj aː kwässak. ,Никого не добыл.
mat kojazak kanakse Lapkazo. ,Я ходил с собакой Лапкой.
mat kojazak šidə äreɣand. ,Я ходил два месяца.
na kwäsap sombɨla šiːp. ,Я убил пять соболей.
na šiːtqo (polučiksap) iːzap qomdäp tot salkwap. ,"За соболей я получил деньги, 100 рублей."
"na qomdeʒe tauzap tülsep, tüːlšep šäqädɨl. ","На эти деньги купил ружье, ружье беcкурковое."
na tülšeze peqap čaǯʼisap aː čarnɨt. ,"Из ружья стрелял, лося не попал."
peqom niːk i qwänna. ,Лось так и ушел.
