original,translation
а буңэ̅н школалэ̅ Һуручэ̅л.,а мы-то в школу пошли.
Илитин классдӯ учитчичōвдэ потом. Ӣлэ̅вэлдэ̅ эчэ̅в Һурурэ.,В третьем классе я училась потом. Никуда не пошла.
Четвертый классдулэ̅ эчэ̅в Һурурэ.,В четвертый класс не пошла.
Тадук hэлэ hэhэндеӈэ̄в дянтакӣ уло̄ккинэвэн сипка̄ка̄рвэ.,"Потом вот расскажу, как росомаха обманула птиц."
"Дэгилвэ hувулбэн, hувулбэн дэгилвэ уло̄ккисё.","Птиц всех, всех птиц обманула."
Нонон нямапчу бисё эр дундэдӯ.,Сначала тепло было на этой земле.
Дэги hувулин илэ̄-дэ̄ эвкӣл дэгилдэ бисел.,Все птицы никуда не не улетали.
Тэр hэлэ тугэнӣ оса иӈинипчуко̄кун.,"Вот настала зима, очень холодно."
Гусёл аӈэ:,Сказали:
hамэй hэгдыгитын тар гус hэлэ гунэн:,"Самый главный, этот орел, сказал:"
Дянтакӣ аӈдяӈа̄н тавэр.,Росомаха сделает это.
Дундэвэ hувулбэн манавкӣ.,Всю землю обходит.
hо̄ эӈэhӣн.,Большая у него сила.
гулчол тар сипка̄ко̄р. —,сказали эти птицы. —
Нямапчуя дундэе гэлэ̄ктэнэ̄кэл.,Иди поищи теплую землю.
Дундэ hувулбэн hа̄ндэ.,Всю землю знаешь.
"«Э̄, hурудеӈо̄в-тэ, гэлэ̄ктэнэ̄hиндеӈо̄в эhӣкоко̄н».","«Да, пойду, пойду искать сейчас»."
Эрдэло̄н hокоривран.,Совсем потерялся.
Ала̄тчефкӣл дэги hувулин.,Ждут все птицы.
гунэн. —,сказал. —
"Идӯ-да̄, идӯ-да̄ нямая эсе̄в бакара.","Нигде, нигде не нашел тепла."
hувулин туг иӈин.,Везде холод.
hувулин умӯнтэгин.,Все одинаковое.
"Умуко̄н сипка̄кака̄н тугэден, тугэден эдӯ.",Одна птичка во время зимы здесь.
Иӈиhэлдук-тэ эвкӣ ӈо̄лэттэ.,Морозов не боится.
"Тарка̄н, hуюкӯн биhи, култыр hэргӣн дикосё.","Вот она, будучи маленькой, спряталась под порогом."
"Тар hэлэ, hувулитын hурутчэлэтын, дянтакӣ аhӣткӣи гулчо.","Вот когда все ушли, росомаха сказал жене:"
Огдоко̄ловор улдӣкэл.,Шей парки с шерстью.
hурудеӈо̄т эhӣкоко̄н.,Мы с тобой сейчас пойдем.
hо̄ва нямава дундэвэ.,Очень теплую землю.
"Эр дэги hувулин, булта hувулин эдӯ доӈототчэктын!",Пусть эти птицы и звери тут замерзают!
"Тар сипка̄кака̄н до̄лча̄тчаран тарэ, hэhэндерӣвэтын.",Вот эта птичка подслушивает их разговор.
«Эбэй!,«Ах!
"Тавэр до̄лча̄тчаса, hипкитчаса бисё, дикосё бисё! —","Она подслушала, притаилась, спряталась! —"
Тавэр-да̄ эhӣкоко̄н дэги hувулдӯн чолӣдяӈа̄н!,Она же всем птицам сейчас насплетничает!
Эдиӈол биhил-тэ илэ̄-дэ̄ hуруро.,Никуда не уйдем.
"Тар сипка̄кака̄н, дэгилкэнэм, дэги hувулдӯн hэhэнэн.","Вот птичка, улетев, рассказала всем птицам."
"Эртыкӣкӯн, та̄ла̄, идӯ-вэл дянтакӣ нямавэ бакася.","В ту сторону, туда, где-то там росомаха тепло нашла."
"Мит дюктэмэ hурудеӈо̄т hутэлгэли""».","Мы вдвоем уйдем с ребенком""»."
"Огдоко̄ло̄л hувулитын: энинтын, аминтын, hутэтын.","В парках все: мать, отец, ребенок."
Он-да̄ эдиӈэ̄ дэгрэ.,Никак не может улететь.
"hоӈоденэ, тэгэсилчо мо̄ гарадӯн.","Плача, стал сидеть на ветке дерева."
"А̄мулканэмэ, hиӈилгэндула̄ угӣгит бурусё.","Захотев спать,  упал сверху в снег."
«Эбо̄й.,«Ах!
Туккэм тугэдедеӈо̄ биhим! —,Вот так смогу зимовать! —
Тук-дэ̄ тугэвкӣ одан hēлакӣнун тар hэлэ.,Вот стал зимовать с куропаткой.
То̄лӣ ӈинакин туро̄си бисё.,Тогда у собаки была речь.
"hувулвэн яӈувкӣ, бэегэсин туро̄си.","Она всё говорила, обладая речью, как человек."
Бэелбэ овкӣ.,Людей делал.
Тар мӯт оптыhинивкӣ-да̄ — тариӈилин арувкӣл бисол.,"Этой водой брызгал, и эти его [глиняные фигурки] оживали."
Бэел овкӣл.,Людьми становились.
hэвэкӣ-риктэ hа̄са.,Только Бог знал.
Таравэ hэлэ тар гусё ӈинакинма:,Потом вот он сказал собаке:
hилбадяндэкат!,Только попробуй сказать!
Эдӯ hа̄рги гиркудявкӣ дагӣ.,Здесь черт ходит рядом.
"«hэлэ этэм», — гуннэ-кэ, эмэнмусо дюкчадӯ умукин.","«Нет, не стану», — сказала собака и осталась одна дома."
hэвэкӣ hурурэн.,Бог ушел.
Таргасин аругӣвуна анан мӯва нуӈа-рикта hа̄са.,Только он знал эту специальную оживляющую воду.
"Тадук hэлэ, тар hуруса̄лан, hа̄рги тадӯ hоролдесо дагӣ.","А потом, когда он ушел, черт крутился там рядом."
"Горолчо̄лон, hэлэ эмэмоко̄са ӈинакиндула̄.","Когда Бог ушел дальше, черт-то пришел потихоньку к собаке."
"А ӈинакин тар со̄лилча, hа̄ргиткӣ гуннэ:","А собака стала сплетничать, говоря черту:"
Бэе аhӣнун овкӣл.,Они становятся мужчиной и женщиной.
Тариӈилби дяюка̄тчэвкӣ.,Он прячет их потихоньку.
Исетмэ̄деӈо̄в».,Я только посмотрю».
гуко̄тчо.,сказал.
"Тар исевкэ̄сё, «Эр бидерэ!», — гуннэ.","Она показала, говоря: «Вот они!»"
"Горово бикэнэм, hэвэкӣ эмэрэн.",Бог пришел после долгого отсутствия.
"Гуннэ, hаӈӯкталча.","Стал спрашивать[, говоря]."
«Эвунаи исефкэ̄сэ̄с»? — гуннэ.,«Зачем ты показала?» — спросил [Бог].
«Эдук этэндэ.,«Отсюда ты уйдешь.
Бэе амардукин гиркумнӣ.,Будешь ходить за человеком.
Эдук этэм hинди гиркӣта̄рэ».,Другом тебя больше не буду считать».
"Гогомо̄дяӈа̄с, ēкун-мэл эмэрэкин, бэедӯ hилбамнӣ.","Будешь лаять, когда кто-нибудь придет, будешь сообщать человеку."
Би этэм hинди гиркӣтэ̄деми.,Я не буду с тобой дружишь.
Уло̄кис hо̄! — гусё. —,Ты очень сильно меня обманула [=твой обман очень большой]! — сказал. —
Индемчэл.,Жили бы.
Эдӯ-да̄ эвкӣ аӣвра.,Ничем [=нигде] не мог насытиться.
"«Нуӈанман надо дявамӣ, —  гусё, — мерэт девувкӣ ода̄н».","«Его надо поймать, — сказал, — чтобы он ел с мерой»."
«hэлэ эда̄ туг одяндэ?,«Зачем же ты так делаешь?
Эда̄ туӈ некэдендэ?»,Зачем ты так делаешь?»
Ēкун-да бултаян эдук этэндэ.,Никакой добычи больше не будешь [получать].
Эӈэhӣвэс hа̄ван гадяӈа̄в.,Половину твоей силы заберу.
Туг эдиӈэ биhиндэ эва-да̄ hуларэ.,Так ты ничего не сможешь оставить.
Дундэ бултаван hувулвэн манадяӈа биhиндэ.,На земле всех зверей прикончить сможешь.
"Дэги бисёвэ, дундэлӣ гиркувкӣ бисёвэ — hувулвэн манадяӈа биhиндэ.","Летающих, по земле ходящих — всех прикончить сможешь."
"Бира дяпкала̄н дюгӯдесол аӈилбар, тэргэксэлбэр.",На берег реки таскали эти свои [вещи].
Тэргэксэлбэр дюгӯдерэ бира дяпкала̄н.,Свои вещи таскали на берег реки.
"«Би да̄гивукта hа̄лбэтын тэргэксэлбэhун аӈтыкӣ, баргискӣ.","«Я переправлю часть вещей туда, на другой берег."
Тадук мусяндиӈа̄в».,Потом вернусь».
Этырко̄нмэ гусё:,Старику сказала:
"Эрдэло̄н, эрдэло̄н дявра̄hиса hулан, бирава эёкӣко̄кӯн эрдэло̄н.","Совсем, совсем уплыла лиса вниз по течению реки."
"Ико̄нденэ, дявра̄hиса дявидитын.","Распевая песни, плыла на их лодке."
Тэргэксэлвэтын дёромоно эрдэло̄н hуруврэн.,"Похищая их вещи, совсем уехала."
"Этырко̄н атырка̄ннун, hоӈодёнол, тэгэсилдэ.",Старик и старуха стали сидеть и плакать.
Дянтакӣ эмэрэн.,Росомаха пришла.
Эда hоӈодёс?» —,Почему плачете?» —
hулан hуруврэн-дун дяввэвун hовоhилгаливэ эрдэло̄н».,Лиса совсем увезла нашу лодку c вещами».
«Иртыкӣ дявра̄hиса̄н?»,«В какую сторону она поплыла?»
Гунэн аӈи.,"Сказала, это самое."
Гунэн аӈи.,"Сказала, это самое."
Дявваhун hӯскӣ эмэвдеӈо̄в эhӣкэко̄н.,"Вашу лодку вместе с вещами обратно принесу, притащу сейчас»."
"«Тэ̄р hулан эе̄ндерэн, ико̄денэ, биралӣ.","«Вот лиса плывет по реке, распевая песни."
Дюктэ дявра̄hиндеӈа̄т».,Вдвоем поплывем».
"Тэде̄нэ, акча.","Доверяя [росомахе], причалила."
"Тадӯ, агмурокин, hуланмэ, туксантиса-да̄ дянтакӣ, эрэгэрит вася.","Там, когда лиса причалила, росомаха побежала и совсем убила."
Мӯдӯ эӣтчо.,В воде топила.
"Аран-аран-аран инденэ, дынӈӣлэ̄hисэ.",Еле-еле живая [лиса] убежала.
Дянтакӣ-ка дяваруликтан hо̄бо.,У росомахи ведь сильная хватка.
hӯскӣ дявра̄hинэн этырко̄н атырка̄ннундула̄.,Назад поплыла к старику со старухой.
Эмэврэн-да̄.,Привезла...
"Атырка̄н этырко̄ннун эрэгэрит, урунэл, будэ.","Старик со старухой чуть от радости не умерли [=совсем, обрадовавшись, умерли]."
hэлэ гусё.,Вот сказал.
Этырко̄н гусё:,Cтарик сказал:
«Атырка̄н.,«Старуха!
Дылдӯн тэтыврэн.,На голову ей надела.
Аӈдадеӈа̄с луhу.,Все время...
Тарит тарэ дянтакӣ охикталин таргасӣр.,Поэтому у росомахи такие когти.
"hувулвэн бэйӈо̄лвэ-дэ̄, эва-да̄ эвкӣ hуларэ.","Ни дикиих оленей, ничего не оставляет за собой."
"Бултадӯ-да̄, антыдӯ-да̄ эвкӣ давдарэ.",Никакому зверю не поддается.
Эhӣкоко̄н hэhэндеӈо̄в hēӈан hуланнун го̄кчаннаватын.,"Сейчас расскажу, как налим с лисицей соревновались."
«Ēкун?» —,«Что?» —
«Кэлэ го̄кчанӈа̄т».,«Давай посоревнуемся».
"«Кэлэ, —","«Давай, —"
Би мӯлӣ эе̄ндиктэ.,Я по воде поплыву.
Гумэ̄ттэ дюктэ.,Договорилсь вдвоем.
«Туӈэртыкиндӯ та̄ла̄ hуӈтуки hēӈан дявдиӈнакэлду hуланмэ.,«На каждом мелководье пусть другой налим отзывается лисе.
"«Кэлэ, кэлэ, hēӈан, дынӈӣлэ̄hинэм.","«Давай, давай, налим, я побежала."
гусё hулан. —,сказала лиса. —
Гиркулдан тадӯ.,Стал там плавать.
"hēӈан та̄ла̄я дюло̄скӣкӯн дявса, «hэ̄й!» — гуннэ.",Налим там впереди отозвался [говоря]: «Эй!»
Эпэт дынӈӣлэ̄hисё.,Опять побежала.
"Эе̄ндирэ бирава, эёкӣко̄кун hэгдывэ бирава.","Плывут по течению, по большой реке."
Нулгӣдерэ.,Кочуют.
"hулан, та̄ла̄я угудӯ илитчана, тэпкэдерэн:","Лиса вдалеке кричит, стоя на берегу:"
"«Гакалду, гакалду!","«Возьмите, возьмите!"
"hулан, hулан тэгэрэн дявдӯтын.",Лиса села в их лодку.
"Дявдӯтын тэгэрэн-да̄ тэргэксэлгидадӯтын, гунэн:",Она села в их лодку к вещам и сказала:
«Бирадук hэлэ би ӈэлисиӈнэм.,«Я боюсь реки.
Тар бирала̄ дегинӈит бира эврэн.,В ту реку слева впадает река.
«hулан.,«Лиса!
Тэлинмэтын бакася тадӯ.,Нашла там их сухое мясо.
Эпэт анӈит бира эврэн тар бирала̄.,"Опять, справа река впадает в эту реку."
"«Оёлго, оёлго».","«Верх-река, Верх-река»."
Эпет сяскӣ эе̄hинэ аhал.,Опять дальше поплыли женщины.
«hулан!,«Лиса!
Анты эрэ бира?»,Какая это река?»
"«hэрэлгэ, hэрэлгэ гэрбин.","«Концовка, Концовка называется."
"Эдӯ-дэ̄ уринэда̄вэр, hэрэлгэдӯ эрэ».","Здесь остановитесь, на Концовке»."
"Тар, мо̄лба гаканэмил, аhал hуланмэ аhагисал, эрдэло̄н hэкэргэкэнэмил.","Вот женщины, взяв палки, погнались за лисой, потому что совсем рассердились."
hукитэн hэгдыло̄н hо̄.,Живот у нее очень большой.
Эӈэнӣ девся тэливэ.,Очень много съела сухого мяса.
Мо̄ла̄ туктырэн.,Залезла на дерево.
"Гаралва тавмалчара-да̄, бадаранэ, hēкӣ hэргӣн, hулан лургидэ̄н, бадарада̄н, бадарада̄н.","Быстро собрали сучья и подожгли под деревом, чтобы лиса сгорела."
"Туӈ никэрэн-дэ̄, hēкӣӈитын hэргӣн лургилкокуттэн угӣскӣко̄кун.",Вот потом под их деревом разгорелось наверх.
Тар аhал бадараннэтын инӈактан hолбалимнӣн.,От поджога этих женщин ее шкура покраснела.
"Тадук-та̄ этэрэн hулан эла̄, бэело̄ дагадями.",С тех пор лиса не подходит к людям.
"Уто̄лэ городӯ ӯко̄ӈ hувул дэги, hувулдукин эӈэhӣситмэр бисё.",Давным-давно гагара была сильнее всех птиц.
"Эhӣкоко̄н hэhэндеӈо̄в, он hэвэкӣ ӯко̄ӈмэ алагӯдяса̄н.","Сейчас расскажу, как Бог гагару учил."
Сипка̄ка̄р hэгдыгитын hамэй бисё.,Из птиц самая главная была.
Удурӯн ӈо̄нимка̄кун hулиӈ.,"Клюв у нее очень длинный, острый."
Эва-да̄ эвкӣ hулара.,Ничего не оставляет за собой [=всех убивала].
hамэй hэгдыгитын сипка̄ка̄р бисё.,Самой главной из птиц была.
"Аӈитпи тар hусювкӣ, удурӯтпи.","Этим, клювом своим клюет."
"hо̄т ӈо̄лисивкӣл бисёл нуӈандукин сипка̄ка̄р, дэги hувулин.","Очень сильно боялись ее птицы, все птицы."
"Тар умно̄ hэлэ дэгил, умӯнупкэнэмил, гулчол:","Вот однажды птицы, собравшись, стали говорить:"
hэвэкӣ нуӈанман алагӯлгин. эдэ̄н туӈ никэрэ».,"Пусть Бог ее научит, чтобы она так не делала»."
hэлэ эмэттэ дэги hувулин.,Вот поприходили все птицы.
"hэлэ ӯко̄ӈ hо̄ка̄тчаран: hо̄ эӈэhӣн-гу, эӈэhӣ.","Вот гагара хвастается: очень он сильный, сильный."
"Дэктэндэлби-да̄ эӈэhӣтын hо̄, удурӯб-да̄ ӈо̄ним, hулиӈ.","И крылья у меня очень сильные, и клюв у меня длинный, острый."
hэвэкӣ гунэн:,Бог говорит:
Ēда болгисядяӈнэндэ дялви?»,Зачем друзей обижаешь?»
Тарит hувулитын миндук ӈо̄лисивкӣл».,Поэтому все меня боятся».
"«Эдук этэ̄ндэ дундэлӣ гиркура», —","«С этих пор ты не будешь ходить по земле», —"
Амаскӣ-ка дундэлӣ гиркувкӣ бисё.,Раньше же он по земле ходил.
Дундэлӣ дынӈӣлэ̄ктэвкӣ.,По земле бегал.
"Эвкӣ гиркура, бадялдыма.","Не ходишь, ноги в разные стороны."
"Укунмӣвэ гадан-да̄, укунмӣт эптыhинэн hогдондолӣн.",Молоко взял и обрызгал молоком по спине.
"Тар hэвэкӣ эптыhинэн, бэел девувкӣл бидо̄тын.","Это Бог обрызгал, чтобы люди ели."
Умукин дэрэклэ̄и гиркудядяӈа̄с.,Сам по себе будешь ходить.
Мӯмоктулӣ оёнмо̄сивкӣ одяӈа̄с.,Только по воде будешь плавать.
Дэрэклэ̄и гиркулдан.,Стала ходить сама по себе.
Мӯлӣ гиркувкӣ толко.,По воде ходит только.
Дэгилмивэhин дэктэндэлин эӈэhӣтын hо̄.,"Когда полетит, крылья у нее очень сильные."
hэргӣскӣ-кӯн бурусо эрдэло̄н.,Совсем упал вниз.
Гиркулча тарэ дундэ hэргӣдо̄лӣн.,Стал ходить под землей.
"Ӈэнэденэ, ӈэнэденэ, дюкчалвэ исесё дундэгэсин-тэ̄.","Шел, шел и увидел чумы, как на земле."
"Бэел девдерэ, тадӯ остолдӯ тэгэтчэнэл.","Люди едят, сидя там за столом."
Эвкӣл исе... исеhинэ нуӈантыкӣн эрэгэрит.,Они совсем не смотрят на него.
"Тар бэе яӈудярӣван гундерэ: «Тар того hин..., тогот hиӈкэрӣдерэн».","Про то, как разговаривает этот человек, они говорит: «Наш огонь трещит»."
"«Эр hэргӯлдула̄ бэелдула̄ попалим-hинчэ, hэргӯлдула̄ бэелдула̄.","«Видимо, к нижним людям я попал, к нижним людям."
"Тогориктатын тар hиӈкэрӣдерэн, би бидерӣвэ эдӯ.","Только огонь у них трещит, хотя я здесь."
Депде... депдевкӣл.,Едят.
Тулискӣ ювкӣ-да̄ тар бэе:,Этот человек выходит на улицу:
Аямамат индерэ.,Они очень хорошо живут.
"Тариӈилватын аhӯдяса тар бэе: «Эбо̄й, ēкун немумотын! Ēкун аяла̄тын ӣмдэтын! — гунденэ. —","Этот человек трогал их, говоря: «Ах, какие мягкие! Какая у них хорошая выделка!"
"О̄hаӈилтында̄ аяла̄тын ӣмдэтын, hо̄ немулэмниhэл, ирэксэӈилтын-до̄.","Хорошая выделка у камысов, очень мягкие, и у шкур."
Та̄ла̄ исевко̄ндеӈо̄в бэелдӯ.,Там покажу людям.
"""hэргӯлдӯ hэргӯл бэел эрэ туг ӣвкӣл.","""Вот так выделывают нижние люди."
"гуннэ, думайдяся тар бэе.",думает этот человек.
"Тар дюла̄вэр ирэктын, илдевкӣ.","Когда они заходят домой, он заходит."
"Девулдэктын, девуделивкӣ остолдуктын.","Когда они начинают есть, он начинает есть с их стола."
Эвкӣл эйдэрэ эрэгэрит нуӈанман.,Совершенно не замечают его.
"Ирэксевэ дёромосё умуко̄нмэ тар ирэксэӈилдуктын, ӣвсёво, немулэмнин ӣвсёво.","Украл одну из их выделанных шкур, мягко выделанных."
О̄hалба гася.,Камысы взял.
Дялдӯи hэhэндеӈо̄в.,Друзьям расскажу.
Исевко̄ндеӈо̄в нуӈардӯтын.,Покажу им.
Эмэрэн дюла̄и.,Пришел домой.
"Тар эдо... тодёдо̄hун hэргӯдӯ дундэдӯ бисё, — гуннэ, — эрэ эмэвум hэлэ эр о̄hалба, ирэксевэ, са̄тырэвэ эрэ.","Чтобы вы поверили, что я был на нижней земле, — говорит, — вот я принес эти камусы, шкуру, песца."
Аӣвукир.,Сытые.
Ӈинакиртын аӣвукка̄кӯр hукуло̄девкӣл.,Собаки у них лежат очень сытые.
"Туг ӣвкӣл, — гуннэ, — нуӈартын.","Вот так, — говорит, — они выделывают."
Немулэмнин ӣвкӣл эргэсин».,Так они мягко выделывают».
hэргӯдӯ дундэдӯ бинэи улгусёнэн тар бэе.,"Этот человек рассказал, как был на нижней земле."
"Туӈ никэрэн-до̄, тар hурусоло̄н, умукин бидерэн атырка̄н.","Так происходило, и, когда он ушел, старуха была одна."
"Умукин бидерэкин, Комоемика̄кун эмэрэн.","Когда она была одна, пришел огромный Комое."
"«Кэлэ, кэлэ, итыга̄кал, — гусё, гулча, — hурулдэ̄п.","«Давай, собирайся, — сказал, — чтобы мы уехали."
"Атырка̄н, ӈэлитнэ, итыга̄малчаран-да̄.","Старуха, испугавшись, быстро собралась."
"Ӈэливсилэ̄н, ӈэливсипчу! — ӈэлиттенэ, эдо̄н варэ, девурэ эдо̄н, hурулдерэн тар аhӣ.","Страшный, страшный! — та женщина поехала, боясь, чтобы он не убил, чтобы он не съел."
"Уняпту.... аӈка̄нми гадан-да̄, инмэрукко̄нми.","Эту самую, игольницу взяла."
Гадан-да̄ hурулдерэн Комоенун.,Взяла и поехала с Комое.
"Асин атырка̄нин, дявинда̄ асин.","Нет ни старухи его, ни лодки его."
"«hэлэ-ты, Комоеми hуруврэн», — гун... гулчо.","«Наверное, Комое увез», — сказал."
"Тукса̄дяран, тукса̄дяран.","Бежит, бежит."
Та̄ла̄я исерэн hэлэ эе̄ндерӣвэтын.,Вот вдалеке увидел плывущих.
"Комое аӈдяран, улиндяран.","Комое это самое, гребет."
Дяв талума бисе.,Лодка была берестяная.
Дявитпол дыргэсо.,Наша лодка пробилась.
"Дявит, дявитпол дыргэсо.",Наша лодка пробилась.
Лут аӈдяӈа̄т.,Смолой мы с тобой это самое  [заклеим].
Танэн дявви.,Подтянул лодку.
"«Экун гэрбӣн ""лу""?»","«Что называется ""смола""?»"
"«""Лу"" гэрбӣн — бивкӣ гороло̄, дылое, — гусё.","«""Смола"" — это в лесу, далеко, — сказала."
"Мо̄лдӯ, мо̄лдӯ, мо̄лдӯ балдывкӣ лу, лу тар.","На деревьях, на деревьях, на деревьях растет эта смола."
Таргасинэ гэнно̄кэл.,Вот такую принеси.
"Тукса̄hинэн эрдэло̄н Комоеми дыскӣ, «Эдук, эдук бакадям, — гунденэ.","Убежал Комое совсем в лес, говоря: «Здесь, здесь найду."
Уедӯ эе̄hисэл та̄ла̄я дявра̄дяра.,Давно уплыли и плывут в лодке.
"Тадук, тэпкэсилдеми албаса, гунденэ:","Потом, уже не будучи в силах кричать, [Комое] сказал:"
"Девсо бимчов hинко̄кунмэ, hаса бими уло̄ккинэвэс!».","Если бы знал про твой обман, съел бы тебя!»"
Гусё-до̄ туг-до̄ hурусэ эрдэло̄н.,Сказал и совсем ушел.
Этырко̄н атырка̄ннун эпет нулгӣhинэ.,Старик со старухой опять стали кочевать.
Инде...,Жили...
"Таргасирдук hо̄т ӈо̄лисивкӣл бисёл тар этырко̄р атырка̄ннун, умукко̄р гиркудянал.","Тот старики [оговорка вместо «старик»] со старухой очень их боялись, когда одни ездили."
"А̄hиндаятын ала̄силчал, девулдовэр, элэ, василда̄вэр.","Стали ждать, пока те уснут, чтобы съесть, поубивать."
Умно̄т бэе hукуло̄дерӣвэн дыкэнчэрӣвэн hори hориен ои оин сико сикэндена дай дагӣн юдено̄лчо.,"Вышла и помочилась на лежащего, спрятавшегося мужчину."
hукаптынаи гада̄и никэсо̄в-до̄».,"Хотела взять их, чтобы вытереться»."
"«Би аӈдякта, тэргэксэкэ̄рвэр дювудектэ дяпкаткӣда̄ ēкука̄рвэрнун.","«Я, это самое, вещички перетащу к берегу с этими самыми."
"hи эдӯ hутэвэр hоӈоптёдёкэл, тэпкэптедекэл hориен, эдэ̄тын до̄лдырэ дювудерӣвэв.","Ты здесь заставляй детей плакать, кричать, чтобы не слышали того, как я таскаю."
"Дептылэкэ̄рви, э̄лви амут дяпкаткӣн... бира дяпкаткӣн дювудерэн.","Свои продукты и тому подобное перетаскивает к берегу озера [оговорка], к берегу реки."
"Атырка̄н hориен hутэи hэтукэ̄ттевкӣ, hоӈодо̄н.","Старуха нарочно щиплет ребенка, чтобы он плакал."
Тариӈин hоӈодёвкӣ.,Тот плачет.
Тадук hэлэ мэ̄нин тукса̄hинэн бираткӣ дявдула̄и.,Потом вот сама побежала к реке к своей лодке.
Аhи икэдерэн:,Женщина поет:
"«Яргидо̄-гидадо̄, котолдӯhун сикэсим», — гунденэ.","«Журчание журчит, я на ваши пальмы помочилась», — говоря."
«Э̄ нуӈаялвэтын!,"«О, их [проворонили]!"
Эрдэло̄н дявра̄hина илани.,Совсем уплыли на лодке втроем.
"Гē аӈэ, гил кэргэhэл...","Вторая это [семья], другие семьи..."
Тар hурко̄ко̄н эркэ̄ко̄н эбэко̄нунми дагӣтын дюкчавака̄нмэр hēрчал.,Тот паренек с бабушкой поближе к ним построили себе чумик.
Тадӯ тар hэлэ hурко̄ко̄н тар эбэко̄ткӣи гулчо:,Потом вот паренек сказал бабушке:
«Эр-кэ нимокилты эда̄-вэл аӣвукиргасӣр бивкӣл.,«Ведь почему-то наши соседи как будто сытые.
"hэлэ би, тар бэел hуруттэктын, эбэко̄вэтын эла̄тын идеӈо̄в.","Вот я, когда эти люди разойдутся, их бабушку... к ним войду."
Эбэко̄вэтын олопко̄ндеӈа̄в.,Напугаю их бабушку.
"«Элва девуӈнэс, эбэко̄?» — гуннэ, уркэвэтын аӈадиӈа̄в.","Я открою дверь и спрошу: ""Что вы едите, бабушка?"""
Туксана ирэн.,На бегу зашел.
"Уркэвэтын аӈарэн, эбэко̄тын тэгэтчэрэкин.","Открыл дверь, когда там сидела их бабушка."
Олосо-до̄.,Испугалась.
"Эдук, эдук  — гунденэ, дундэвэ дуктэлча. —","Отсюда, отсюда, — говорит, ударив по земле. —"
Тар-да̄ hурко̄ко̄н тарэ эбэко̄ла̄и тукса̄hинэн.,Потом этот паренек побежал к своей бабушке.
Тар атырка̄н hувулвэн hэhэнча.,Эта старуха все рассказала.
Эр эдӯ дюн бисён эрэ.,Здесь была его берлога [=дом].
Умукир девдерэ.,Одни едят.
"«hэлэ, нулгӣhинӈэ̄т! — гусё.",Сказала: «Давай перекочеуем!
Эвкӣл борӣрэ эсэ эя-да̄.,Не делятся ничем.
Ила̄-вэл амуттула̄ hуруго̄т».,Поедем куда-нибудь к озеру».
"Тар амуттула̄ hуруситчол, нулгӣнэл, омолгӣнэн тар атырка̄н.",Откочевали на озеро эта старуха с сыном.
Тар омолгӣн адылъяи тулэсэ амуттӯ.,Сын поставил на озере сети.
Бэёсал эрэгэрит.,Совсем ожили.
"hирба̄тынэл, энэл — бэёда эбэко̄нэн.",Едят суп и что-другое — поправились с бабушкой.
"Эя-да̄ этэсэл ва̄мтыдями омолгӣлин — эя-да̄, эя-да̄.",Сыновья перестали что-либо добывать на еду — ничего.
"Ēкун-да̄ бултан нуӈардӯтын исевдеми этэсё, тар бэелдӯ.","Звери перестали попадаться им на глаза, этим людям."
Тарит тар гуниӈкӣтын амаскӣ:,Поэтому говорили в старину:
Ниматыӈнакалду — тар гэрбӣн эвэдыт».,Делайте нимат — так это называется по-эвенкийски».
Ами гуниӈкӣн.,Отец говорил.
Минэ алагуӈкӣн:,Меня учил:
"«Ēкуна-вал бакамтымил: олдоё, эя аяя — ва̄мил, борӣсиӈнэкэлду нимокилдӯвэр.","«Если что-нибудь найдет: рыбу, что-то еще хорошее — если добудете, делитесь с соседями."
hувулбон борӣвкӣл.,Всем делятся.
Умуко̄н урикӣттӯ индесёл-кэт дыгин кэргэн.,На одном стойбище жило четыре семьи.
hававэ-да̄ эвкӣ hавалмӯра.,Работу не хочет работать.
Тогон hӣвсё.,Огонь у нее погас.
Аhӣ тар гулдэн:,Та женщина стала говорить:
«Эбо̄й.,«Ой!
"Эвкӣ hилбара, туӈ никэнэи тогово.","Не сознается, что так делала с огнем."
Албаран илатчами.,Не смогла разжечь.
Юрэн-да̄ —,Вышла —
Тар гēла̄ аhӣла̄-валин ӣрэн тар аhӣ.,Вот к другой-то женщине вошла та женщина.
Эва оса̄с?» —,Что ты сделала?» —
"«Эда̄0кэ тоговун hӣврэн, ӣрэкис?»","«Почему же наш огонь погас, когда ты вошла?»"
Эбэко̄ла̄и ӣрэн.,Вошла к бабушке.
"Эбэко̄ла̄и ӣмӯрэкин, эпэт эбэко̄н тогон hӣврэн эрдэло̄н.","Как только вошла к бабушке, огонь бабушки тоже совсем погас."
"Эбэко̄н тэпкэлдэн тар hуна̄тпи, тар аhӣ... аhӣла̄.","Бабушка закричала на внучку, на ту женщину."
Эва оса̄с?,Что сделала?
Эва оса̄с?,Что ты сделала?
"Эр-сэ мӯт эптыhисав эрэгэрит, эдо̄н лургирэ.","Еще водой обрызгала, чтобы совсем не горело»."
"Тарэ гуннэ, эбэко̄н тэпкэлчо.","[Она] сказала, и бабушка закричала."
"«hо̄ эру аhӣ биhиндэ, кэмэдисэ.","«Ты очень плохая женщина, шкодливая."
