original,translation
ŋakaɬɣən ɣəmnan tikwʔen qəɣite nəteŋqinet wʔeɣti.,"Я сказала Накаль: «Cмотри, какая хорошая трава!»."
kaɬʔajŋən нрзб janot ɣəm mqəmɬosetək.,Злой дух [говорит]: «Только я первый буду есть костный мозг».
sit qəmɬorkənen pseqaɬɣəqaj.,Только собрался поесть костный мозг у птички (т. е. ударить ей по ноге).
ətrʔes.,Конец.
enmen ɣatwaɬen kaɬʔajŋən ənkʔam pseqaɬɣən.,Жил-был злой дух и птичка.
kaɬʔajŋən eɣe mənqəmɬosenmew….,"Злой дух [говорит]: «Ладно, давай есть друг у друга костный мозг»."
enarkeənen ɣətkaɬɣəqaj.,Ножку намазала.
ɬʔuwəɬɣəɣʔet.,Они встретились.
ew ii rəpet səpʔew.,"«Ай, аж синяк!»."
oonʔəɬɣən ɣetriɬɬin.,Ягодку положила.
wəkwəɬɣəjŋən pirinin kaɬʔajŋa.,Злой дух взял большой камень.
ikwʔet ɣi mənqəmɬosenmək.,Говорят: давай друг у друга костный мозг есть.
pseqaɬɣəqaja ɣətkaɬɣən ɣenruɬtetɬin.,Птичка ногу убрала.
pseqaɬɣən ikwʔi eɣe jewjew.,"Птичка [говорит]: «Хорошо, подожди»."
oonʔəɬɣəqaj pirinin.,Ягодку взяла.
rəmawətteʔm ninenrʔeɬewiwəm ənkə ɣewtət и ɬəɣewətwətte.,"Щавель... смешиваю там (всё), иван-чай и зелёные листочки..."
ɣəmnan torəwtatək nineɣisijɣəme wətwətte rəmawətte эээ… rʔenut это.,"Я, когда зелень только распускается, собираю листочки, щавель, что там ещё..."
seekej nəmeswiɬetqinʔəm.,Всё это вместе немного подкисает.
ənqorə ɬʔeɬeŋkə nenaɣtojɣəm.,Потом зимой вытаскиваю.
ənqorə wiin uqqemsəku ənŋin ninenreqewiwəm.,Затем пока так что я (там) делаю...
nenataɬajɣəm ninekiɬitiwəm.,"Отбиваю, замешиваю (как тесто)."
ənqorə nineɬpittiwəm.,Потом отжимаю.
teqemeŋ ənŋin waɬʔən.,Вот такое блюдо.
nenapatewəm.,Варю.
wiin ninenqitetiwəm qetərasəko.,Замораживаю на время в холодильнике.
ənqorə neme эээ… ninenkuwɬukewiwəm.,Затем опять скатываю в кругляши.
rəpontaɬɣaw nenataɬamorʔem ninenumuri rəmətqəɬɣawkə.,"Вместе с печенью долбим, едим с (нерпичьим) жиром."
qoɬ titɣʔek tənotapənməntaɣʔakʔəm.,Однажды поехал я в Нутэпэльмен.
ənkə qəsekətwaɬʔəmkəna.,Там народ толпится.
ŋutkekin omwaamwəken təmŋeɬqot nəmŋəɬteɬqen.,Здешний амгуэмский Тымнелькот рассказывал.
kɬupəŋqasaɣtə təsejwətkuɣʔek.,В сторону клуба прогулялся.
ee etə waj ɣəm kamsamoɬewəm.,"«Ээ, наверное, я комсомолец»."
tiwəmke... tiwək: etanə waj qərəmenajɣəm kamsamoɬewəm.,"Подумал: «Наверное, я не комсомолец»."
ənqenʔəma ŋenjanwətʔəm taɣmeɣserjanwət.,"«Это молодёжь, которая хорошо работает»."
wə... ɣət ənŋin ewnumeketke.,«Тебе не нужно приходить на собрания».
ikwʔet wəne waj kamsamoɬte numeketqinet.,"Отвечают: «Да вот, комсомольцы собрались»."
amwəne traɣtəɣʔak.,Ну я пошёл домой.
təjʔoʔan təmŋəɬonat: nərʔeturi.,"Подошёл к ним, спрашиваю: «Что вы делаете?»."
ee mikəntiʔm kamsamoɬte.,"«Ээ, а кто такие комсомольцы?»."
— ənjiwŋewe mənpʔoŋŋətamək.,"DMP: — Тётка, пойдём за грибами!"
— ənqo mənɬerkən.,KTV: — Потом пойдём.
— ənqo ɣənəkə trawetɣawjoɬɣətkoɣʔaʔm ənkʔam mənɬerkən mənɬerkən.,"KTV, DMP: — Потом тебе позвоню и пойдём, пойдём."
tumɣətume tranqametwawŋənʔəm.,DMP: Мужа покормлю.
— ii.,KTV: — Хорошо.
— sakettetə trasajosqewʔəm.,DMP: — К сестре пойду чаю попить [смех].
— ənkʔame triɬɣətekwʔeʔəm trawerʔepəɣʔa trasapokɣəpɣʔa.,"DMP: — Ещё помоюсь, оденусь, надену сапоги."
janotʔəm ɣəm trasajoɣʔa ənqo mənpʔoŋŋətama qejweʔm.,"KTV: Сначала я попью чаю, а потом пойдём за грибами, может."
— eɣej!,DMP: — Ладно!
— janotʔəm ɣəme... ŋinqeɣti kaɬetkoraɣtə trenekwetewŋənetʔəme.,DMP: — Сначала я детей отправлю в школу.
ənkə kɬupək qasa qəsekətwaɬʔəmkəna təjʔoʔanʔəm təmŋəɬonat.,"Подошёл к тем, кто толпился там возле клуба, спрашиваю их."
kɬupəŋqasaɣtə təsejwətkuɣʔakʔəm.,В сторону клуба прогулялся.
nərʔeturi?,«Что вы делаете?».
ikwʔi: amwəne kamsamoɬte numeketqinet.,"Отвечают: «А, это комсомольцы собрались»."
ee etə ɣəm kamsamoɬewəm.,"«Ээ, интересно, а я комсомолец?»."
ənqenʔəme taɣmeɣsetjanwətʔəm ŋenjanwət.,"«Это те, которые хорошо работают, молодые»."
ikwʔete: amwəne ɣət ewnumeketke.,"Говорят: «Нет, тебе не надо ходить на собрания»."
ee mikəntiʔm kamsamoɬte?,"«Ээ, а кто такие комсомольцы?»."
qoɬ titɣʔek tənotapənməntaɣʔakʔəm.,Однажды поехал я в Нутэпэльмен.
traɣtəɣʔak.,Пошёл я домой.
ee ewəŋan qərəmenajɣəm kamsamoɬewəm.,"«Ээ, значит, я не комсомолец»."
qoɬe itɣʔet qənwete ŋirʔe ŋewəsqetti eɬeretə natanat.,Однажды наконец двух женщин сослали на остров.
kameɬɣəŋaw qri... qriwɬəɣətkə.,Гулящую заберите.
ənkʔam wetɣawŋaw wiin ənkə opopə qeeqən nresimɣʔunŋeŋɣʔen.,А языкастая пусть пока лучше там ещё немного подумает.
ənpənasɣən ikwʔiŋa: amwəne.,Старик говорит им: «Знаете что...».
qorə qoɬetʔəɬoŋ ikwʔete ʔorawetɬʔat: eswera iɣət metsimɣʔunŋeʔete.,"Потом на другой день люди говорят: «Может, они уже одумались?»."
qoɬ wetɣawŋawʔəm qoɬ kameɬɣəŋaw.,"Одна языкастая, другая гулящая."
etʔəm mənəɣətənat mənriwɬənet.,"Может, сходим за ними и заберём их?"
ənkə iɬirəkə nantəŋŋonatʔəm.,Там на острове их стали держать.
təŋeɬqotna nenatwəqen.,Тынелькот рассказывал.
— nəwiɬətkujɣət?,KTV: — Отоваривалась?
— ənkʔam mətjenmək eɬɣəqanjakwəpə petɬe.,DMP: — И мы приехали из Эгвекинота быстро.
ənkə...,DMP: Там...
— ʔeɬʔeɬete.,KTV: — Говно (всякое) [смех].
— ənkə... ʔətwiŋən ɣejetɬin.,DMP: — Там корабль пришёл.
qɬawəɬ murɣin ɣatapasportŋəɬen.,DMP: Парень наш (с) делал паспорт.
ənkʔam ajwe əmʔəɬoŋet tətʔəmqupqetɣʔek.,DMP: И вчера весь день я чувствовала недомогание.
— ajwe ɣəm pətqajwe təjetɣʔek eɬɣəqanjakwəpə.,DMP: — Позавчера я приехала из Эгвекинота.
weɬətkorak imərʔenute nəjəɬqin.,DMP: — В магазине чего только не дают.
əmʔəsoŋet нрзб əmʔəɬoŋet təjəɬqetɣʔek.,DMP: Весь день проспала.
ujŋe!,Нет!
wapaqat ɣəmnin?,Мухоморы мои?
wapaqat wapaqat wapaqat wapaqat wapaqat wapaqat.,"Мухоморы, мухоморы, мухоморы, мухоморы, мухоморы, мухоморы."
wapaqat ujŋe!,Мухоморов нет!
ujŋe!,Нет!
wannət rənnət wannət rənnət wannət rənnət wannət rənnət wannət rənnət wannət rənnət wannət rənnət wannət rənnət.,"Зубы (и) рога, зубы (и) рога, зубы (и) рога, зубы (и) рога, зубы (и) рога, зубы (и) рога, зубы (и) рога, зубы (и) рога."
anə waj ŋawɬəqaj mənraɣtəmək.,"Ну же, двоюродная сестричка, пойдём домой."
ujŋe!,Нет!
wapaqat ʔemi?,Мухоморы где?
ujŋe!,Нет!
waɬqəɬərɣətanŋən tinɬəɬeɬʔəne.,Бородатый чужеземец в очках.
wətku ɬʔunin ənqen iɣət.,И вот только что он увидел его.
ŋarɣənosʔət ninetenɣəjeŋqeet miŋkəri waɬʔət.,"Занимается волками, какие они."
и вот ʔinəŋe enmena en... ənqen ʔinə meɬʔəttʔəwətrəne nərʔeqin qənut ɣeɣiinreɬin qənute ɣətʔewəɬʔən ɣejmewɬin ʔorawetɬʔak.,"И вот этот волк, похожий на собаку, что он там делает... как будто высматривает, как будто оголодавший подошёл к человеку."
ətrʔes.,Конец.
iɣət mareɣəna... maneɣran nankaɬərokwʔan нрзб uttənutekene samaŋa waamɬəŋkə waɬʔən.,Сейчас палатку показали где-то в лесотундровой зоне и в то же время у реки.
ənqene rʔenut ninetejkəqin keɬikeɬ jureqʔəme.,"Что-то он там делает, наверное, книгу пишет."
ətrʔes.,Всё.
ɣəmninet ətɬʔat ɣəmnin ətɬəɣən ənkʔam ətɬa ɣəmninet ətɬʔat ənkʔam ətɬəɣət... čassa... nəjaɬɣətqenatʔəm.,"Мои родители, мой отец и мать, мои родители... Сейчас... Они кочевали."
ənqo muri əmmemə mətraɣtəmək.,Потом мы с мамой вошли в дом.
ənkə ɣəm tʔuretɣʔek aɬwajarak.,"Там я родилась, в чужой яранге."
ɣəm emnuŋkə tʔuretɣʔek.,Я родилась в тундре.
ənqo mətjaɬɣənmək pʲatʲeɬʔepə.,Потом мы перекочевали из пятой бригады.
ɬuut joʔorʔoɣʔe.,Вдруг началась пурга.
ətɬəɣe tejkənin jaraŋə.,Отец поставил ярангу.
ɣemeɬetɬin ajweʔm... erɣatəkʔəm.,На следующий день погода прояснилась.
ənqo təɬanwək nətwaqen aɬwabrʲigadʲen jaratʔəm.,По пути были яранги чужой бригады.
ʔetki ənqen ənqene.,"«Ой, ты что?!"
eɣej ətɬon ikwʔi.,"«Ладно», — она сказала."
ɣəmnin ətɬʔaqaj nəreɬɣəqanjawŋətaŋqen.,Моя мамочка хотела поехать на Первый (в Эгвекинот).
ʔemʔʔm qəccəm ʔetki ʔetki tʔenqeəccən jaɣmaɬecco itək.,"«Ой, я тогда не поеду, не хочу, чтобы об меня вытирали ноги»."
ənkʔam mʔeqimɬənŋeʔek.,И куплю водки».
ʔetki ənŋe ənqen jaɣmaɬesco neretsəɣət.,"Не надо, там из тебя сделают половую тряпку (т.е. затопчут и вытрут об тебя ноги)."
ənqen nəɬɣemarawrʔoqenat sama rʔa… imərʔenut ninenpirqəqin ənqen.,Там очень ругаются и всех валят на землю».
ɣəmnan tiwən.,Я сказала:
niwqin ʔepte ɣəm iwke meɬɣəqanjawŋətaʔak.,Она говорит: «Ну-ка я тоже съезжу на Первый.
medwedew iwke ɬəɣen ənkə napeɬaɣʔan jʔeɬəɣi abramowič najaɣnaɣʔan.,"Медведева, ничего не говоря, просто там оставили, и первым делом направились к Абрамовичу."
nənəpseŋiwjiwqin koɬo nəmnəma medwedewʔəm.,Весь посёлок расспрашивал Медведева.
kətur ənŋəteqe medwedew prezidento enma kančalanetə ɣeremkisiɬin.,"Однажды, не так давно, Медведев, ещё будучи президентом, приехал в гости в Канчалан."
ɣesewkə nəntəqin taŋkoɬo ənkə nəɣənritqin.,"Весело проводили время, очень там о нём заботились."
ɬuute abramowič ŋəronwertalʲota wakʔoɣʔe neməqej.,Вдруг Абрамович на трёх вертолётах приземлился тоже.
ənkʔa ɬuut ŋərʔa wertalʲotte wakʔoɣʔatŋa.,И вдруг четыре вертолёта приземлились.
wətkuŋe səkeekwʔiʔəme.,Только что тот опомнился.
ɬuut ɬʔunine eɬɣʔorawetɬʔan.,Вдруг увидел белого человека.
nineɣiteqin rʔemiŋkekin ŋotqen ʔorawetɬʔan.,"Разглядывает его, откуда этот человек."
jəŋeninʔəm senetraɣtə tanen ənkəŋe.,Погрузил его и привёз к себе домой.
penjoɬɣətkoqen rʔenut etə eskimos ɬeŋətaq.,"Поддерживает костёр, это эскимос, видимо."
miŋkete ɬəmewət waamjekweʔəm ɬəmewət aŋqajekwe nəɬeqin maɣɬaɬʔənʔəm.,"Где-то или по реке, или по морю едет ездок на собаках."
ənkə nenanomawatqen.,Там он его обогревает.
ɬəɣʔorawetɬʔana ŋawtəŋɣʔe maskwičkakʔəm teɣniɬɣəqin ŋewəsqet.,"Чукча женился на москвичке, очень белой девушке."
iɣət namŋəɬoɣʔan tumɣe.,Тут же его друзья расспросили.
ənqorəŋa qoɬetʔəɬoŋa neme čukotkaɣtə jetɣʔiʔəm.,Потом в следующем году приехал на Чукотку.
turəɣjewkə ənkʔam wuɬqətwik qonpə niɬɣətewqin.,Как только проснётся и вечером — всегда моется».
ii ətɬon ənrʔam seritqəɬʔuŋe.,"«Да она, видимо, грязнуля."
ʔəmto ɣənin ŋewʔen miŋkemiɬ waɬʔən.,"«Ну что, как твоя жена?»."
qonpə niɬɣətewqine.,Постоянно моется.
спасли волки нрзб ənqen nenjeɣteɬew.,Так спасли его волки.
qoraɣənretəɬʔəna ʔaasek молодой ʔaasek ənqen ɣaqetəwʔeŋŋoɬene.,"Молодой парень, пастух, чуть было не замёрз насмерть."
nəmŋəɬteɬqenat emnuŋəɬʔət ənqen ənpənasɣət ənqene.,Тундровые старики рассказывали это.
nutek qoraɣənretəɬʔən ənqen.,В тундре пастух это...
он ʔiɣsəkuŋ ənkə ɣomawɬen.,Под волками он согрелся.
ənqen ənŋin jeɣte… jeɣ… nenjeɣteɬew.,Вот так они его спасли.
ənqen ʔiɣe ʔiɣe ənqe nanono… nanomawakwʔan.,Это... волки его согрели.
ʔiɣe nano… nanomawakwʔan.,Волки его согрели.
ɣəm sit omwaamwərosɣetə tʔaneɬosqewək jaraɣ rəmaɣtetə.,"Я было отправилась к Амгуэме на рыбалку, за дома."
i ənkə traɣtəɣʔak.,И я домой пошла.
ətrʔes.,Всё.
ənkʔam pʔompʔoŋət təɣisinet.,И я собрала грибов.
naqam nəɣtəmranatqen.,Но было очень много комаров.
ənqo ɬuut ənkə təɬʔunet pʔompʔoŋət nəmkəqin.,И вдруг я там увидела много грибов.
puurʔu tətaŋəntəjaatən ʔaneɬoɣərɣən.,"Напротив, про рыбалку забыла."
mrene nenuɣəm.,Комары меня съели.
ənkʔam təɣeseŋŋonat.,И начала их собирать.
taŋamənan ʔaɬajorajpə ŋətok keɣənmət niniɬɣətewqinet.,"«Только он один, выходя из туалета, руки моет»."
petɬe petʲka resqikwʔim ikwʔiŋa.,Вскоре Петька заходит и говорит:
iʔam ɣənan нрзб ənŋin iwərkən?,«Почему ты так думаешь?».
čapajewna petʲka iwnin.,Чапаев говорит Петьке:
ətɬon mikəne ʔaɬajoran ʔeɬerəɬɣe tiwərkənin?,«Кто это в туалете говняные следы пальцами оставляет?
wəne ŋan furmanowəna.,"«Ну, это Фурманов»."
нрзб qənəɣjiwekwəne mikəne ənqena ənŋin rətərkənin.,"Выясни, кто так делает»."
ənqo ənqo muri mətraɣtəmək.,Потом мы пошли домой.
не ɬemqut а как же это.,"Не мать-и-мачеху, а как же это..."
sama nəkite nəkətijɣatqen nəs... nəmassʔasaŋkətijɣatqen ənkʔam teŋujŋe emrenke.,В то же время ночью дул прохладный ветер — и совсем не было комаров.
ɣəm ənkʔam студентка palʲina ɣapʔompʔoŋŋətamore.,Я и студентка Полина пошли за грибами.
wenɬəɣi mətekwenməkʔəm.,Всё равно мы пошли.
ənkə mətɣisinete pʔompʔoŋətʔəm ənkʔam ɬemqut.,И мы там собрали грибы и мать-и-мачеху.
naqam niɬetqin sama.,Но шёл дождь.
ənkʔam muri ɣasakettomɣa ɣe… ɣejeɣteɬmuri kawraɣərɣən ənkʔam ɣəm.,"И мы с сестрой выжили, Каврагыргына и я."
ɣəmnin ətɬəɣət ətɬʔate qonpə emnuŋkə nəmiɣsiretqinet neməqej qoraɣənretəɬʔo nitqinet.,"Мои родители всё время работали в тундре, тоже оленеводами были."
ətrʔese ŋireq nenenet waɣʔet.,Только два ребёнка осталось.
puurʔu epə ɣəmnin ʔom… ʔomrəkwot neməqej qoraɣənretəɬʔo nitqin.,Мой дедушка О’мрыквот тоже был оленеводом.
ɣəmnin ətɬʔat ʔəttʔuwi ənkʔam ʔomrətwaaɬ.,Мои родители Ы’ттъуви и О’мрытваль.
ətrʔes.,Всё.
pətqajwe muri qajkawraɣərɣən eɬɣəqanjawŋətamore emriɬɣətewŋe.,"Позавчера мы с (Татьяной) Кайкаврагыргиной ездили на Первый (в Эгвекинот), чтобы помыться."
paɬqəntanma eɬɣəqanjakwəpə neməqej ɣamaspʔoŋɣeɬemore.,На обратном пути из Эгвекинота мы тоже собрали немного грибов.
mətəpkirmək mətəɬɣiteŋiɬɣətewmək ɣeɬɣiteŋəsʔenmuri.,"Мы приехали, очень хорошо помылись, нам очень понравилось."
iɬɣəqenjewək nəmeɬmeɬetqin naqam murək niɬetqin.,"В Эгвекиноте стояла хорошая погода, а у нас шёл дождь."
ŋoonre təɬama eɬɣəqanjawetə ɣemespʔoŋɣeɬemore.,"По дороге туда, в Эгвекинот, мы собрали немного грибов."
ɣənin ɬʔuɬqəɬ qnut kokatsetjoɬɣən.,«Твоё лицо — как подставка для кастрюли».
ənkʔam ɣʔetjiwɬinet.,И они поссорились.
qoɬ kowɬowɬʔoɬʔənʔəm qoɬe iwɬəɬʔuɬqəɬɬʔən.,"Одна круглолицая, другая длиннолицая."
ɣəninʔəm qnut repaɬqəjoɬɣən.,«А твоё — как грузовая нарта».
ɣatwaɬenat ŋirʔe ŋewʔenjərʔən.,Жили-были две женщины.
qoɬ ni... niniwqin.,Одна другой говорит:
qoɬʔəm ikwʔi.,Другая отвечает:
ej jəqqej iwke wuɬqətwi wajəkə məɬooɣʔa.,"«Эх, вот бы вечером пососать грудь»."
ɬuut ŋewəsqet sinit ikwʔi.,Вдруг девушка сама говорит:
koɬo majŋəɬoɬʔo.,Очень большая грудь».
ʔotsoj wətku wuɬqətwi.,«Долго вечера ждать».
tan... niwqin etə tanŋəŋawiŋən.,"Говорит: «Наверное, это русская бабёнка."
niwqin.,Говорит:
ʔəttʔəɣrəna ɬʔunin ŋewəsqet itej... нрзб.,Ыттыгыргин увидел девушку.
ətrʔes.,Всё.
qeeqən?,Ещё?
əmə iɣət warkən.,Он и сейчас есть.
qeeqən məɬəmŋəɬɣʔek?,Ещё рассказать сказку?
enmen ɣatwaɬen waɬwijŋən.,Жил-был Ворон.
iɣət əmə warkən.,Он и сейчас есть.
enmen ɣatwaɬen waɬwijŋən.,Жил-был Ворон.
ətrʔes.,Всё.
qeeqən?,Ещё?
ɣəm neməqej emnuŋkə ɣatwajɣəm.,Я тоже в тундре находилась.
ətɬəɣən ɣəmnine qoraɣənretəɬʔu ɣitɬin.,Мой отец оленеводом был.
ənqo brigadiro ɣatwaɬen.,Потом бригадиром стал.
ənkə təmiɣsiretɣʔek.,Там работала.
muri omwaamwəɬʔəmore qoraɣənretəɬʔəmore.,"Мы амгуэмские, оленеводы."
ənqo waj ramajetə tətwaŋŋoɣʔak.,Потом вот в посёлке осталась жить.
ənqo təpensiaʔak.,Потом на пенсию вышла.
ɣətɣak ʔajŋama tər… tərkəɬʔe tərkəɬʔe qora… qoratər… tərkəɬʔe ɣajeɣjentoɬen.,"Осенью, во время гона, олень-производитель кишки вытащил у него..."
ənqen ɣatwaɬen ənŋin pəŋəɬ tit… teɬenjep.,Это было... такой случай... в старину...
nqene əməŋ nətwaqene ənqene ŋinqej ʔaaseqqaj ŋeɬwəɬʔəkəŋa.,"Было даже такое: мальчик, подросток, в стаде..."
jʔe… ɣətɣa… rənna ɣaɣtoɬenat.,Рогами вытащил.
petʲkana neran... nenaranwetɣawetəqen čapajew.,Петька хочет заговорить с Чапаевым.
čapajanni... čapajewna niniwqin.,Чапаев говорит ему:
nwakʔotwaqaat.,Сидят.
čapajew ətri petʲka ɣamarawɬenat.,Поссорились Чапаев и Петька.
petʲka нрзб: ɣəm wiin mriŋeʔek.,Петька отвечает: «Тогда я полетел».
tiɬmətiriɬ... tiɬme ʔeɬʔeɬ wane nən... nənwetɣawannen.,«Орёл с говном не разговаривает».
ənkʔam koɬo ninenmətqin.,"И окунает его, вот как."
ninenmətpətqənmətqin.,Снова окунает.
ɣapəɣənmasqewɬen koɬo katʲuša katʲuša.,"Пыгпыг пошла замочить Катюша, вот как."
taŋwanewan nejitɣʔen pəɣpəɣ ŋan pəɣpəɣ ŋan.,Но они <волны Амгуэмы> никак не размочат пыгпыг.
omwaamwəɬɣetə ɣejmewɬin katʲuša katʲuša.,К берегу Амгуэмы подошла Катюша.
kəmɣətsitɣʔi kəmʔəɬɣəqej.,Свернулся червячок калачиком.
qoɬʔəm neme ənək qasa.,А рядом ещё один.
uttəqeje məwinretɣʔek jurʔe jiɣre kəmɣətsitɣʔet.,"Помогу им палочкой, может быть, от жажды свернулись."
kəmʔəruɬtən kəmʔəteɣən kəmɣətsitɣʔet mimɬəteɣnək.,Кымъырультын и Кымъытэгын свернулись возле воды.
ɣatwaɬenat teŋəɬqotʔəm ʔeqeɬqot.,Жили-были Тэнылькот и Экэлькот.
а ʔeqeɬqot ɣeteŋəɬtetɬin.,А Экэлькот хорошо себя повёл.
qeɬoqʔəm teŋəɬqot ɣʔeqeɬtetɬin.,Потому что Тэнылькот плохо себя повёл.
ɣamarawɬenat ɣamarawtajkawɬenat.,Поругались и подрались.
ɬɣinʔərʔəqinet sawsəwat.,Врут эти тундровики.
enmen rʔorawenwəjekwe nəɬeqinet.,Якобы по следу овода идут.
mewən ənŋin mejŋəɬʔən nʔəwinwetɣʔen.,Разве овод может так крупно наследить?
ɣəteŋjʔapəɬətʔəmkətɣəntəarʲina.,"Красивая, очень стройная, бегущая Арина."
ɣəteŋpəɬətʔəmkətɣəntəjʔakətɣəntəpalʲina.,"Красивая, стройная, (бегущая,) быстро бегущая Полина."
ɣəteŋjʔapəɬətʔəmkətɣəntəpalʲina.,"Красивая, очень стройная, бегущая Полина."
jararuqqemɬəɬeŋewʔenqej.,"Девушка с глазами (большими), как бубен и тазик."
