original,translation
"Mäni väheižen aigad, kaccub: edes kondi kahten poiganke.
","Шел недолго, видит: впереди медведь с двумя медвежатами."
"- Nugune mina ambun.
",- Сейчас я выстрелю.
"Kuulob, kohdi pagižeb:  - Ala ambu, mina andan sili poigid, hö sili prigodiše.
","Слышит, медведь заговорил: – Не стреляй, я отдам тебе медвежат, они тебе пригодятся."
"Nece laps’ ii ni ambnu, a ot't’ poigid kondjalpei i vei vellele:  - Ala pästa nikuna, vel'l'.
","Он и не выстрелил, а взял медвежат у медведицы и привел к брату: – Не выпускай их никуда, брат."
"A se muga i tegi.
",Тот так и поступил.
"- Mina möst lähten, enįk keda sa žarkijaks.
","– Я опять пойду, не достану ли чего-нибудь на жаркое."
"Vähän astub, tulob vastha däniš.
","Прошел немного, навстречу заяц."
"Däniš sanub:  - Ala ambu, ota milei kaht dänišutt, hö sili prigodiše.
","Тот и говорит: – Не стреляй, возьми у меня двух зайчат, они тебе пригодятся."
"Muga i tegi hän.
",Так и сделал он.
"Toi vellele i sanub:  - Möst toin kaks’ zverid, min tegem, žarim vei dätam?
","Принес брату и говорит: – Опять я добыл двух зверят, что будем делать, зажарим или оставим?"
"Toine vel'l' sanub:  - Ii pidä žar’da.
",Другой брат говорит: – Не надо жарить.
"Ladihe pimed ö.
",Наступила темная ночь.
"Verd'he magatta velled.
",Легли братья спать.
"Magatihe ön, tuli homez, pidab mända edeleze.
","Проспали ночь, наступило утро, надо идти дальше."
"Mänd'he hö mecad möto kaiken päivan.
",Шли они по лесу целый день.
"Ehtbokas tuli dorog.
",Под вечер увидели дорогу.
"Mäba hö dorogad möto.
",Идут они по дороге.
"Tuli kaks’ tesarad.
",Впереди развилка.
"Noremb vel'l' sanub:  - Mina lähten oiktale.
",Младший брат говорит: – Я пойду вправо.
"A vanhamb vel'l' sanub:  - Mina lähten hurale.
",А старший говорит: – Я пойду влево.
"Necel sijal hö i dägįihe, toine toižele sanutihe, kut pidab uuz’ kerd lüuta toine tošt’.
","В этом месте они и разошлись и договорились, как потом найти друг друга."
"Noremb vel'l' i sanub:  - Dätkam mö tänna üks’ stokan vedenke.
",Младший брат и говорит: – Давай оставим здесь стакан с водой.
"Kudamb miiš tulob nakhu i kacub, vezi om bude sportnuze, sida vel't iilä eläbad.
","Кто из нас придет сюда и увидит, что вода испортилась, значит, другого брата нет в живых."
"Anttihe kätt i iče lähttihe.
",Попрощались они и разошлись.
"Noremb vel'l' tuli lidnha, küzub rouhal akal: - Iik sa mili faterale tulda?
",Младший брат пришел в город и спрашивает у старушки: – Нельзя ли мне остановиться на квартире?
"Hän azotihe, küzub akeižel:  - Mikš oma lidnas mustad flagad ripputet?
",Он спрашивает у старушки: – Почему в городе черные флаги вывешены?
"Akeine sanub:  - Homen carin tütren vödaze drakonan mäthale gadale sömaks.
",А старушка говорит: – Завтра царскую дочь повезут на драконову гору на съедение змею.
"Nece gad om sönu lidnas kaikid niiččid.
",Этот змей съел всех девушек в нашем городе.
"Nece önik sanub:  - A sabįk mili mända sinna kacmaha?
",Этот ночлежник говорит: – А можно ли мне пойти посмотреть?
"Akeine sanub:  - Voib.
",Старушка отвечает: – Можно.
"Tuli uuz’ homez.
",Наступило новое утро.
"Nece önik osedlaič höbon, ot’ koiran, kond'd'an i dänišan.
","Этот ночлежник оседлал лошадь, взял с собой собаку, медведя и зайца."
"Tuli edel kaikid sille mäthale i varastab.
",Пришел он туда раньше всех и ждет.
"Päliči pordon tod'he carin tütren i dättihe mäthale, a iče kaik svita läks’ tagaze lidnha.
","Через некоторое время привели царскую дочь и оставили на горе, а вся свита вернулась обратно в город."
"Tuli se aig, tegihe döl, šumiškat'he puud.
","Вдруг поднялся ветер, зашумели деревья."
"Kuulob – tulob gad.
",Слышит – идет змей.
"Hän ot’ i plitale ištįihe, kacub – pliitha om kirditet:  «Ken necen plitan lendab, plitan al om sabl’ i posudin vägevad viinad, ken necen viinan d'ob, se voiškandob vladet’ necil sabl'al i necil sabl'al pobedib gadan.»
","Усевшись на каменную плиту, он увидел, что на ней написано:  «Кто эту плиту поднимет – под ней сабля и сосуд с крепким вином, а кто это вино выпьет, тот может овладеть этой саблей и победить змея»."
"Hän muga i tegi.
",Так он и сделал.
"Hänel tegihe suur’ vägi.
",Он почувствовал большую силу.
"Läks’ hiilazei boi.
",Начался бой.
"Silač čapįi kuuz’ päd i hänel värištįi sabl’.
","Силач отрубил шесть голов, и у него искривилась сабля."
"Toižen kerdan mahni, čapįi nel'l' päd i sabl’ katten’.
","Махнул он второй раз, отрубил четыре головы – и сабля разломилась."
"Hän sanub koirale:  - Abutagat mili rikta gad.
",Он говорит собаке: – Помогите мне убить змея.
"Koir, kondi i däniš hiitihe družno, rasttihe däl'gmeižed kaks’ päd.
","Собака, медведь и заяц дружно бросились и оторвали последние две головы."
"Nece silač i ihastįi.
",Силач обрадовался.
"Teht'he lämįin, čaptihe hilliile necen gadan, pand'he lämįihe, a žezlad (kelideke) bogatįr’ ot’ ičeleze.
","Развели костер, разрубили на кусочки змея, бросили в огонь, а жала и языки богатырь взял себе."
"I läks’ nece sijalpei i tuli butkha, kus oli carin tütär, se oli poleleze kolnu.
","Ушел он с этого места, пришел в будку, где была царская дочь, от страха полуживая."
"Bogatįr' händast nuust’:  «Ala varaida, gad om riktud.»
","Богатырь поднял ее: – Не бойся, змей убит."
"Se ii veri.
",Та не верит.
"«Kacu naku om sili kaik dokazatelstvo, kacu «žezlad»,  om kaks'kime nel'l' štukad.»
","– Смотри, тут тебе доказательство, видишь – двадцать четыре штуки: жала и языки."
"Carin tütär händast terveht’, andįi hänele kuudeižen kolcaižen i nosovijan paikan, a zverile sidei šuukįžed lenteižed kaglad möto.
","Царская дочь поцеловала его, дала ему золотое колечко и носовой платок, а зверям привязала на шеи шелковые ленточки."
"Sanub bogatįr’:  – Mina tahtįin magattaha.»
",А богатырь перебивает: – Я хочу спать.
"Koirale sanub:  - Karauli kuni mina magadan.
","Собаке говорит:  – Карауль, пока я сплю."
"Koir karauli väheižen, kondjale sanub: - Karauli, mina veren magattaha.
","Собака караулила недолго, медведю говорит: – Карауль, я лягу спать."
"Kondi kacii väheižen i sanub dänišale:  - Kacu väheine, mina veren magattaha.
","Медведь немного посторожил и говорит зайцу: – Присмотри немного, я спать лягу."
"Däniš kacii väheižen, mugažo ver’ magattaha.
",Покараулил заяц немного и тоже спать лег.
"Nugune kaik magataze, a carin tütär ii magada.
","Теперь все спят, а царская дочь не спит."
"Necel aigal sel'git’ car’ necile mäthale ičeze slugan:  - Mä, riža völ, iik ole minun tütär eläb i to tänna mili sana.
","Тем временем царь послал на гору своего слугу: – Иди, проведай, жива ли моя дочь, и сообщи мне."
"Se muga i tegi.
",Тот так и сделал.
"Tuli hän mäthale, kacub – carin tütär om eläb.
","Пришел он на гору, видит – царская дочь жива."
"Hän hänel küzub:  - D'o oli gad?
",Он и спрашивает у неё: – Змей уже был?
"Carin tütär sanub:  - Oli, gadan rikįi nece mez’, kudamb magadab kondijanke, koiranke i dänišanke.
","Царская дочь отвечает: – Был змей, и его убил этот человек, который спит с собакой, медведем и зайцем."
"Carin sluga sanub niiččele:  - Sanu, mise mina rikįin ičiiž batäliiž, a ed sanune, ka mina silei pän čapan.
","Царский слуга говорит девушке: – Скажи своему отцу, что я убил, а не скажешь, то я отрублю тебе голову."
"Carin tütär andii soglasijan.
",Царская дочь согласилась.
"Carin sluga ot’ sablän kädehe i čapii pän necil bogatiril.
",Слуга взял саблю и отрубил голову богатырю.
"Sluga i carin tütär lähttihe lidnha carinnu.
",Слуга и царская дочь отправились в город к царю.
"Car’ küzub:  - Mida igas ii olnu, mina ičelįin en veri, mise nece minun silmihe d'aviše tütär.
","Царь удивляется: – Этого никогда не бывало, я себе не верю, моя ли дочь явилась живой ко мне?"
"Sluga sanub:  - Enambad nece gad ii koske nikeda, mina händast rikįin.
","Слуга говорит: – Больше змей никого не тронет, я его убил."
"Car’ sanub:  - Neciš hüvudes mina andan sinun taga tütren mehele i polen ičiin mad.»
",Царь говорит: – За это доброе дело я отдам свою дочь за тебя замуж и с нею полцарства.
"I teht'he svad'ban.
",И сыграли они свадьбу.
"Necel aigal libįi däniš, nuustab kondijan i koiran:  - Miil om bed – ižandal om pä čapetud.
","Тем временем проснулся заяц, будит медведя и собаку: – У нас беда, голова у хозяина отрублена."
"Kondi i koir verdutihe dänišan päle: - Mö sindei rikom neciš az'z'as.
",Медведь и собака рассердились на зайца: – Мы убьем тебя за это.
"Däniš sanub:  - Algįi rikkį, mina necen az'z'an ladin, pästkat mindei vaise mecha.
","Заяц говорит: – Не убивайте, я все улажу, отпустите только меня в лес."
"Koir sanub dänišale:  - Mä i päliči časus tule tagaze.
",Собака говорит зайцу: – Иди и через час возвращайся.
"Däniš läks’ i toi eläbad i kol'l'an vett, sanub:  - Pidab nugune voita ižandale kagl, i pä panda tagaze.
",Заяц сбегал и принес живой и мертвой воды и говорит: – Теперь нужно помазать хозяину шею и поставить голову обратно.
"Vaise pä pand'he ii muga, a sel'ghapei rožin.
","Только голову они поставили не так, а лицом к спине."
"Siid voithe eläbal vedel, bogatįr’ i nuuz’.
",Потом помазали они живой водой и богатырь встал.
"Kaccub – iilä pä muga.
",Видят – голова не так.
"Koir verdįi dänišan päle:  - Ed muga tehnu, mina sindei ratkeidan.
","Собака рассердилась на зайца: – Не так ты сделал, я тебя разорву!"
"Däniš sanub:  - Voikam möst kol'l'an vedel.
",Заяц говорит: – Давайте помажем опять мертвой водой.
"Muga i tehthe.
",Так и сделали.
"Pän hiittihe irdale i pand'he uudheze, voit'he eläbal i kol'l'an vedel.
","Сняли голову и снова поставили, помазали мертвой и живой водой."
"Bogatįr’ nuuz’, sanub:  - Mikš milii laskitei hätken magata?
","Богатырь встал, говорит: – Почему вы дали мне так долго спать?"
"Koir hänele sanub:  - Sikš mise mö kaik magazim.
",Собака ему говорит: – Потому что мы все спали.
"Däniš sanub:  - Hän kodihe läks’.
",Заяц отвечает: – Одна домой ушла.
"Bogatir’ sanub:  - Lähkam i mö kodihe.
",Богатырь говорит: – Пойдемте и мы домой.
"Ištįihe höbole i lähttihe kodihe.
",Сели они на лошадь и поехали домой.
"Tuld'he möst necile faterale.
",Пришли они опять на ту же квартиру.
"Bogatįr’ küzub: «Kenen taga?»
",Богатырь спрашивает: – За кого?
"Se sanub:  - Slugan taga, hän spas carin tütren, a neciš päliči car’ andab tütren mehele i polen mad ičeze.
","Та говорит: – За слугу, он спас царскую дочь, а за это царь отдал свою дочь замуж и полцарства своего."
"Bogatįr’ küzub:  - Babuško, sabįk miile mända svad'baha?
","Богатырь спрашивает: – Бабушка, а можно нам пойти на свадьбу?"
"Babei sanub:  - Kaikile voib.
",Старуха говорит: – Всем можно.
"Bogatįr’ i läks’.
",Богатырь и пошел.
"Pani carin tütren kol'can kačasormele, sidįi träpican, mise ii nägiiš.
","Надел кольцо царской дочери себе на палец, перевязал тряпочкой, чтобы не видно было."
"A car’ oli annu prikazan: svad'baha pästta vaise tervhid.
",А царем был дан приказ: на свадьбу пускать только здоровых.
"Konz hän tuli carskijaha dvorcha, dohtur küzub:  - Mikš om sor’m sidotud?
","Когда он пришел в царский дворец, доктор спрашивает: – Почему палец перевязан?"
"Bogatįr’ sanub:  - Däniš puri.
",Богатырь говорит: – Заяц укусил.
"– Kus om däniš?
",– Где заяц?
"Hän sanub:  - Kalidorale om dättud.
",Он говорит: – В коридоре оставлен.
"Sluga toi.
",Слуга принес.
"No dohtur sanub bogaįtrile:  - Pidab sor’m kacta.
",Доктор говорит богатырю: – Нужно палец посмотреть.
"Necel aigal koir, kondi i däniš mänd'he sinna kus old'he nevesta i ženih.
","Тем временем собака, медведь и заяц шмыгнули туда, где были жених и невеста."
"Nevesta lüubi kondid.
",Невеста любила медведей.
"Hän ot’, dročib kädel kond'd'an kaglad möto i puutįi lenteine kädehe.
","Она ласкает рукой медведя, по шее гладит, и попалась ленточка под руку."
"Nevesta sanub:  - Necen zverin mina nähnu olen sel mäthal, kus mindei tahtel’ gad söda.
","Невеста говорит: – Этого зверя я уже видела раньше на той горе, где меня змей хотел съесть."
"Ženih ot’ pahan mel'he.
",Жених обозлился.
"A dohtur hiit’ träpican sormespei i sanub:  - Kuss sina otid necen kol'can?
",А доктор снял у богатыря тряпку с пальца и говорит: – Где ты взял это кольцо?
"A dohtur doloži ičeleze carile.
",А доктор доложил об этом самому царю.
"Pidab hiitta sanad, kut om puutnu kol'c necile mehele.
","Надо узнать, как кольцо попало к этому человеку."
"Car’ kucįi necin bogatįrin ičeze komnataha i küzub:  - Kut silii puutii nece kol'c?
",Царь позвал богатыря в свою комнату и спрашивает: – Как к тебе попало это кольцо?
"Hän möst sanub sen, min sanįi bogatįrile.
","Он опять повторил то же, что сказал доктору."
"Car’ völ küzub:  - Om völ miččid dokazatel'stviid?
",Царь спрашивает: – Есть еще доказательства?
"Bogatįr’ sanub:  - Om!
",Богатырь говорит: – Есть!
"Dokazatel'stv om: kol'ceine, nosovi paikeine, kaks'kime nel'l' žezlad gadaspei, kudamen mina rikįin.
","Есть доказательства: колечко, носовой платок, двадцать четыре жала [с языками] от змея, которого я убил."
"I koir, kondi i däniš, hiile oma sidotud kaglale šuukįžed lenteižed, sidįi tiide tütär drakonan mäthal.
","Собаке, медведю и зайцу завязаны на шее шелковые ленточки, а повязала их ваша дочь на драконовой горе."
"Necen kaiken faktan tedištet'he, car’ sanįi:  - Bude želaid otta händast mehele, ka sina liined minun vävu i andan polen mad.
","Узнав об этих всех фактах, царь говорит: – Если пожелаешь взять ее себе в жены, то будешь моим зятем, и дам тебе полцарства."
"Necen kaiken muga i teht'he.
",Так все и было.
"Vät'he svad'ban.
",Сыграли свадьбу.
"Däl'ges svad'bad kuįci car’ slugan, küzub slugal:  - Ken silii käsk mänitada carin.
",После свадьбы позвал царь слугу и спрашивает у слуги: – Кто тебе велел обманывать царя?
"Neces vigas päliči kahtes časus silei liinob hiittud pä.
",За это тебе через два часа снесут голову.
"Däl'gele necida svad'bad carin prikazan vįpolnithe: slugal čapetihe pän, a bogatįrin taga anttihe tütren.
","После свадьбы выполнили приказ царя: слуге отрубили голову, а царскую дочь выдали за богатыря."
"Ot't’ höbon, koiran, kond'd'an, dänišan i mecas hän ödui.
","Взял лошадь, собаку, медведя, зайца и в лесу заночевал."
"Tegi lämein kuzen alle i tahtlob ön magata.
",Развел костер под елкой и хотел переночевать.
"Kuulob kuzespei paginan:  - Milii vilu om.
",Слышит с елки голос: – Мне холодно.
"Carin vävu sanub: «Laskte alahaks i lämbitelde necil lämeil.»
","– Ты, – говорит царский зять, – спускайся и погрейся у костра."
"– Ala vareida, ii koskkoi.
","– Не бойся, они не тронут."
"Kuzespei möst pagin om:  - Kuule, nor’ mez’, ota oks, kudamen mina tacin i paina hilläšti ičiiž zverid.
","С елки опять говорят: – Слушай, молодой человек, возьми прут, который я тебе брошу и ударь тихонько по своим зверям."
"Carin vävu muga i tegi.
",Царский зять так и сделал.
"Iče, höbo, koir, kondi i däniš tegihe kiveks.
","Сам он, лошадь, собака, медведь и заяц превратились в камни."
"Tuli necile tesarale vanhamb vell, o'tt’ kädehe stokanan, kaccub, vezi om sportnuze i dumeib: «Minun vel't iilä eläbad.
","Пришел на развилку старший брат, взял в руки стакан, смотрит, а вода помутнела, думает он: «Нет в живых моего брата."
"Pidab mända nugud' hänen dorogad möto».
",Нужно мне пойти теперь по его следам».
"Kaccub, om kirditet prikazad, podpis’ om pandud caril.
","Видит, написаны приказы, под ними царская подпись."
"Prikazan oli kirditet caril: «Kadįi nor’ vävu, ken lüudab, sille andan hivän höbon i nel'l' tuhad zolotad.»
","В приказе написано: «Потерялся царский зять, кто найдет, тому дам хорошую лошадь и четыре тысячи золотом»."
"Nece vanhamb vel'l' lugi prikazan, mäni, lüuz’ ičeleze fateran i fateran ižandal küzub: - Ken mugįtte om vävu?
","Этот старший брат прочел приказ, пошел, нашел себе квартиру и спрашивает у хозяина квартиры: – Кто такой этот царский зять?"
"Fateran ižand sanub:  - Oli tulnu mez’, en teda kuspei, höbol raccil, koiranke, kond'anke i dänišanke i tegi vot ningoman az'z'an: päst’ surmaspei carin tütren, siš päliči puutįi carin vävuks.
","Хозяин квартиры говорит: – Не знаю, откуда-то явился человек верхом на лошади, с собакой, медведем и зайцем, и вот что он сделал: он избавил от смерти царскую дочь и так стал царским зятем."
"Vanhamb vel'l' ott’ päha: Pidab lüuta vel'l'.
",Старший брат решил: «Надо найти брата».
"Läks’ hän samha lihäd mecha.
",Пошел он в лес за дичью.
"Tuli necile sijale, kus om vel'l'.
","Пришел на то место, где его брат."
"Ladihe ö.
",Настала ночь.
"Tegi lamein, pani lindun kiitta.
","Развел он костер, чтобы сварить дичь."
"Kuulob kuzespei paginan:  - Milii om vilu.
",Слышит с елки голос: – Мне холодно.
"– En rohti, sinun koirid vareidan.
","– Не смею, твоих собак боюсь."
"Alahanpei sanub:  - Ala vareida.
",Снизу говорят: – Не бойся.
"– No ka ed rohti, ka mina sindei lasketan,- sanub vanhamb vel'l'.
","– Ну, если боишься, то я тебя спущу, – говорит старший брат."
"A kut sina mindei lasketad?
",– А как ты меня спустишь?
"– Kebneidešti.
",– Очень просто.
"Ot't’ oružd'an kädehe, pani patronan oružd'aha.
","Взял он ружье в руки, вложил патрон в ружье."
"- Völ sanun: laskte alahaks.
",– Еще раз говорю: спускайся.
"Hän ii lasknuze.
",Тот не спускается.
"Hän ot't’ i ambįi ulähaks sihe meheze, a se mez’ nagranke sanub:  - Oli sinuniččid da kaik sinun al.
","Он взял и выстрелил вверх в того человека, а тот человек хохочет: – Было много таких, как ты, но все они сгинули."
"No, alembeine sanub: «Sanu, kus om minun vel''l, a ed sanune, ka mina sindei rikon.»
","Ну, нижний говорит: - Скажи, где мой брат, а не скажешь, то я тебя убью."
"Kuzespei sanub:  - Sinun pul’k mindei ii riko.
",С елки говорят: – Твоя пуля меня не убьет.
"Alembeine ot't’, tegi ristan pul’kha, ambįi ülembeižele i ülembeine langen’ hänennu.
","Он поставил крест на пуле, выстрелил в верхнего, тот упал возле него."
"A alembeine pol’g hänele kurkule.
",А нижний  наступил упавшему на горло.
"No, necile volšebnikale mända oli ii kuna...
","Ну, этому волшебнику некуда было идти..."
"Nuust’ hänen vellen, höbon i zverid.
","Расколдовал он брата, лошадь и зверей."
"Nuustihe, velled kaburzihe, tervehtet'he i lähttihe carinnu.
","Все встали, братья обнялись, поцеловались и пошли к царю."
"Tuld'he hö carinnu.
",Пришли они к царю.
"Carin vävu i sanub:  - Nece om minun vel'l', mö olem segoitut, miid batei kadot’ mecha.
","Царский зять и говорит: – Это мой брат, нас отец потерял в лесу, мы заблудились."
"Vot hän nugude lüuz’ mindei, a mina toin händast sinunnu».
","Вот теперь брат нашел меня, а я привел его к тебе»."
"Mii oli kirditet prikazas, sen car’ i maksįi.
","Все, что было записано в приказе, царь уплатил."
"Däl'gele necida tegi svatule balun.
",После этого устроили свату бал.
"Necil balul vanhamb vel'l' kert’ ili gulei i mina, Kuzov, necil balul olin, pivad dein küläks, huulįd möto vod’, a suuhu ii puutnu.
","На этом балу гулял старший брат, и я, Кузов, на этом балу тоже был, пива пил досыта, по губам текло, в рот не попало."
"Ende eletihe ukeine i akeine.
",Жили старичок и старушка.
"Mad heilaze ii olnu.
",Земли у них не было.
"I vot semetihe hö nagrišt’ ičeze pertin päle.
",И решили они посеять репу на крыше дома.
"I vot kaikuččen päivan ukeine kävelob kacmaha kut kazvab nagriž.
","Старичок каждый день ходит смотреть репу, как она растет."
"Ezmeižel päival nagriž kazvei kopeikan surččeks, tošpäan nagriž kazvei koumen kopeikan surččeks, a koumandel päival – pätakon surččeks.
","В первый день репа выросла с копейку, на второй день – с трехкопеечную монету, на третий – с пятак."
"Nelländel – d'o askei blödeižen surččeks.
",На четвертый день – размером с блюдце.
"Tuli ukeine kodihe i sanub akeižele: – Kacu, akeine, nagriž pidab otta, eika kazvab lujas suureks i labotab miide pertin.
","Пришел старичок домой и говорит старушке: – Старушка, репу нужно собрать, не то вырастет слишком большая и придавит наш дом."
"Akeine sädihe i lübįi pertin päle nagrišt’ otmaha.
",Старушка оделась и поднялась на дом за репой.
"Töuden havadon väli gurbha i zavodi päzda soumad möto, no käded akeižel väzd'he, akeine langen’ alahaks ägesšorpįile i rikeihe.
","Полный мешок взвалила на спину, стала спускаться, руки у нее устали, она упала на зубья бороны и умерла."
"Ukeine veik, veik i pani akeižen potletaha, a iče läks’ veikteid ecmaha.
","Старичок плакал-плакал, уложил старушку в подклеть, а сам пошел искать плакальщиц."
"Tuli kana vastha:  - Kuna astud, ukeine?
","Встретилась курица, спрашивает: – Куда идешь, старичок?"
"– Ota mindei.
",– Возьми меня.
"– Mahtadįk voikta?
",– А причитать умеешь?
"– Mahtan.
",– Умею.
"– Nu ka ištte regehe.
","– Ну, тогда садись в сани."
"Potom tuld'he vastha däniš, rebei, händikaz i kondi.
","Потом встретились заяц, лиса, волк и медведь."
"Soubaz’ heid potletaha akeižennu, a iče läbi lavas küzelob veikteil:  - Dö veikitt?
","Закрыл их всех в подклеть к старушке, а сам сквозь пол спрашивает: – Уже оплакали?"
"Sed sanutaze:  - Käduded i d'ougeižed d'o veikim.
",А те отвечают: – Ручки и ножки уже оплакали.
"Potom ukeine mest küzub:  - Dö veikitt?
",Потом старичок опять спрашивает: – Оплакали?
"Veiktijad sanutaze:  - Veikim dö.
",Говорят: – Оплакали.
"Aveiž ukeine verejan potletaha, a veiktijad d'oste pagod lähttihe.
","Открыл старичок дверь в подклеть, а плакальщики бегом, убежали."
"Kaccub ukeine, ka akašt’ d'o eilä.
","Смотрит старичок, а старушки нет."
"Kuni veiktihe da sini akeine i söd'he.
","Пока оплакивали старушку, тем временем и съели ее."
"Tuskas ukeine ot’ havadeižen, pani havadeižhe käžiižen i čutaban labideižen i läks’ kuna pä kandab, kirvhudenke.
","С горя старичок взял мешочек, положил в него котенка, совок для веяния и пошел куда глаза глядят [букв.: куда голова несет], с топором."
"Mäni, mäni, tuli pertiine, kuulob, siga lujas düreitaze.
","Шел-шел, навстречу избушка, слышит – там очень сильно гремят."
"Mäni ukeine pert'he i näggob čuudan: mužik päčilpei hüppib štanįihe, a ak seižub päčinnu i štanad piddab.
","Вошел старичок в избушку и видит чудо: мужик с печки прыгает в штаны, а жена стоит внизу и держит эти штаны."
"Ukeine sanub:  - Ajanįk andatt, jesli mina opendan štanįid pammaha?
","Старичок говорит: – Сколько вы мне дадите, если я научу штаны надевать?"
"Mužik andei hänele sada rubl'ad.
",Мужик дал ему сто рублей.
"Näggob, seižub pertiine i eilä ni üht iknad.
","Видит – стоит избушка, нет ни одного окна."
"Näggob, mez’ d'okselob puzunke se vereile, se pert'he.
","Видит, мужик бегает с корзиной то в избу, то во двор."
"Küzub ukeine mehel:  - Mikš sina d'okseled?
",Старичок спрашивает: – Почему ты тут бегаешь?
"Mez’ sanub:  - Pertišpei kandišen pimedan vereile i vereilpei svetan pert'he.
","Мужик говорит: – Из избы я выношу темноту, а со двора приношу свет."
"– Äjanįk andatt dengįd, jesli mina tegen svetan teile pert'he?
","– Сколько вы мне дадите, если я сделаю свет в избе?"
"– Kaks’ sadad andam, sanub mez’.
","– Двести рублей дадим, – говорит мужик."
"Silei ukeine ot’ kirvhen i čapei iknan pert'he.
",Тогда старичок взял топор и прорубил окно в избе.
"Ot’ dengad i läks’ tagemba.
",Взял деньги и пошел дальше.
"Mäni, mäni, näggob pertiižen.
","Шел-шел, видит избушку."
"Tuli i pakičeze öks.
",Подошел и просится на ночлег.
"A neciš pertiižes kaikuččen ön söd'he krotad mez’.
",А в этом доме каждую ночь крысы съедали человека.
"I vot ižand ihastįi, pani ukeižen otdel'nijaha komnataha magatta i duumeib iče: «Pust’ södaze krotad, takouski mužik om.»
","Хозяин обрадовался, уложил спать старичка в отдельную комнату и думает:  «Пусть съедят  крысы, таковский и мужичок»."
"Ver’ ukeine komnataha i kažiižen ot’ havadeižespei i pani laptaha.
","Лег старичок в комнате, взял из мешка котенка и положил рядом."
"Homesel heraštihe, ka laval kogo kolieid krotid: kažiine kaikid rikei.
","Утром проснулся и видит: на полу целая куча мертвых крыс, котенок всех задавил."
"Ižand küzzub:  - Kut sina rikeid ningoman kogon?
",Хозяин спрашивает: – Как ты убил такую кучу?
"Ukeine sanub:  - Milei om zveriine, kudamb rikkob, a jesli annet dengeid, ka mina teiletei datan.
","Старичок говорит: – У меня есть такой зверек, который убивает, а если дашь мне денег, то я оставлю его вам."
"Ižand andei dengad i läks’ ukeine kodihepei.
","Хозяин дал денег, и пошел старичок домой."
"Tuli laptemba i näggob: hänen pertin sijas seižub suur’ hivä pert’.
",Стал подходить [к дому] и видит: на месте его избы стоит большой хороший дом.
"Mäniškanz’ laptemba i näggob: lähtob pertišpei bohat mez’ i ozutab kädel, miise: «Ala tule laptaha i lähte necil ploššadilpei.»
","Стал приближаться к дому и видит: выходит из дома богатый человек и показывает рукой, что подходить, мол, нельзя, уходи, дескать, отсюда."
"Ukeine ištįihe kivele i voikud voikaškanz’ i veik sen verdan, miise hänen kündlišpei tegihe suur’ Äniine i uppot’ bohačun kodin.
","Старичок сел на камень и заплакал, он плакал столько, что из его слез образовалось большое Онего и потопило дом богача."
"I ukeine läks’ hiviš meliš edeleze i edeleze.
","А старичок, довольный, пошел дальше."
"Ende eletihe ukk akanke.
",Жили-были муж с женой.
"Lapsid hiil ii olnu.
",Детей у них не было.
"Ukk käveskel’ kaikušti mecha radole haugod čapmaha, a akk oli kodiš, emagįičihe kodiradol.
","Старик всегда ходил в лес дрова рубить, а старуха была дома, занималась домашней работой."
"A mužikad ičeze ii navednu.
",Мужа своего она не любила.
"Oli maks.
",Был у нее любовник.
"Kerdan läks’ mužikaze mecha haugod čapmaha.
",Однажды пошел старик в лес рубить дрова.
"Tuli maks besedale, viinad d'oškatihe, kargud paniškat'he.
","Пришел к ней любовник на беседу, и стали они пить вино и плясать."
"Mužik necida ii tenu vuus'o, mise ii todeks akaze läžub, mikš mise akk mahtįi pritvor'aidaze kaikušti.
","Муж ничего не подозревал, что жена  на самом деле и не болеет вовсе, что она умела притворяться."
"I vot maksanke gul'aitaze ii üht kerdad.
",И вот они с любовником гуляют много раз.
"I kerdan necin gul'ban aigan tulob pakičii liibad pakimaha.
",Однажды во время такой гулянки приходит нищий просить хлеба.
"Akk kargaidab, konz uksen avaiž pert'he pakičii, maks vändab garmoliihe.
","Когда нищий открыл дверь в избу, жена плясала, а любовник играл на гармошке."
"Nägob pakičii, mise ninkįine az'z’ om i žaliihe ukole.
",Нищий видит такое дело и пожалел старика.
"Starinįič kaiken, mii pertiš hänel tegihe.
","Рассказал ему, что в его доме творится."
"Ühtel aigal tuli mel'he pakičijale, sanub ukole:  - Ličte sina havadoho, i mina sel'gan taga ven sindai ičiiž-žo kodihe i havadonke panen loučan alle, a iče pakičemįi akalaiž öks.»
","Подумал нищий и говорит старику: – Заберись ты в мешок, а я отнесу тебя на спине в твой дом и суну тебя в мешке под лавку, а сам попрошусь переночевать."
"Mužik mäni havadoho, lend’ pakičii havadon ičeze sel'gan taga i läks’ astmaha ukon akazenno.
","Забрался мужик в мешок, нищий поднял мешок на спину и пошел к жене мужика."
"Tuli pertesehe, avaidab uksen pert'he, sanub:  - Sula sina emag, usko mindai, ole hüvä.
","Пришел в сени, открывает дверь и говорит: – Дорогая ты хозяюшка, будь добра, поверь мне."
"Astun pit’kaspei dorogaspei veššideke, olen väznu lujas.»
","Иду я с дальней дороги с вещами, очень устал."
"– Oi, embįi pästta öks, mužikad iilä kodiš.
","– Ой, не могу пустить переночевать, мужа нет дома."
